"","GRHL2","Ecad","miR34","KEAP1","OVOL2","SNAIL","ZEB","miR200","NRF2"
"miR200",0.355255848532499,0.355255848532499,0.340185485105564,0.187554897572327,0.179580231402854,-0.0787777254426871,-0.35711885715239,-0.288923467652553,-0.258716888945579
"GRHL2",0.345830724878977,0.345830724878977,0.332197591824092,0.294695590124162,0.173638817543369,-0.0854180580875446,-0.347361439884013,-0.295874875716368,-0.35662015030799
"Ecad",0.278879558933024,0.278879558933024,0.174337947085152,0.243683765629088,0.141365834335568,0.0420697757264921,-0.279725123706477,-0.243805601286324,-0.397852842506183
"NRF2",0.215229702595173,0.215229702595173,0.21556402689956,0.0588262913402444,0.143091046651983,-0.0851724883371345,-0.217163229702465,-0.0604790065151747,-0.130699020626638
"miR34",0.215229702595173,0.215229702595173,0.21556402689956,0.0588262913402444,0.143091046651983,-0.0851724883371345,-0.217163229702465,-0.0604790065151747,-0.130699020626638
"OVOL2",0.102003747914732,0.102003747914732,0.101401756537741,0.130237942493335,-0.0271030032023551,-0.0570428440012939,-0.102108095740819,-0.128946476299362,-0.112298061776959
"KEAP1",-0.213464545265933,-0.213464545265933,-0.213641518765872,-0.0549200413402444,-0.143194033263723,0.0858986737279931,0.215229702595173,0.0588262913402444,0.0257905957182126
"SNAIL",-0.217163229702465,-0.217163229702465,-0.216890338582806,-0.0604790065151747,-0.144421893477447,-0.0146158565196455,0.217775500101065,0.0616531471291229,0.133258170795638
"ZEB",-0.347361439884013,-0.347361439884013,-0.332812329976765,-0.295874875716368,-0.174219192762697,0.0869052144642909,0.248197371682593,0.297515328954995,0.360098912560537
