Cycles,Edge_count
"miR200,ZEB,Ecad,NRF2,KEAP1",5
ZEB,1
"miR200,SNAIL,ZEB",3
"miR34,SNAIL,ZEB",3
SNAIL,1
"miR200,OVOL2,ZEB",3
OVOL2,1
