,states,coherence
0,'1100110011',0.52
1,'1110110011',0.552
2,'0001001100',0.569
3,'0011001100',0.518
4,'0000100110',0.789
5,'1100110010',0.495
6,'0011001101',0.494
7,'1111011001',0.782
8,'0011101100',0.696
9,'1100010011',0.694
