"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0584334592228294,-0.124272396087247,-0.3344036340683,1,-0.124272396087247,-1,0.124272396087247,0.500900061189735
"GRHL2",1,1,-0.0584334592228294,-0.124272396087247,-0.3344036340683,1,-0.124272396087247,-1,0.124272396087247,0.500900061189735
"Iext",-0.0584334592228294,-0.0584334592228294,1,0.565136168681083,-0.106459156896522,-0.0584334592228294,0.565136168681083,0.0584334592228294,-0.565136168681083,-0.18851028196282
"KEAP1",-0.124272396087247,-0.124272396087247,0.565136168681083,1,-0.541321080000866,-0.124272396087247,1,0.124272396087247,-1,-0.623373408595211
"NRF2",-0.3344036340683,-0.3344036340683,-0.106459156896522,-0.541321080000866,1,-0.3344036340683,-0.541321080000866,0.3344036340683,0.541321080000866,0.164695660636485
"OVOL2",1,1,-0.0584334592228294,-0.124272396087247,-0.3344036340683,1,-0.124272396087247,-1,0.124272396087247,0.500900061189735
"SNAIL",-0.124272396087247,-0.124272396087247,0.565136168681083,1,-0.541321080000866,-0.124272396087247,1,0.124272396087247,-1,-0.623373408595211
"ZEB",-1,-1,0.0584334592228294,0.124272396087247,0.3344036340683,-1,0.124272396087247,1,-0.124272396087247,-0.500900061189735
"miR200",0.124272396087247,0.124272396087247,-0.565136168681083,-1,0.541321080000866,0.124272396087247,-1,-0.124272396087247,1,0.623373408595211
"miR34",0.500900061189735,0.500900061189735,-0.18851028196282,-0.623373408595211,0.164695660636485,0.500900061189735,-0.623373408595211,-0.500900061189735,0.623373408595211,1
