,states,coherence
0,'1110001010',0.508
1,'0011111100',0.646
2,'0011011100',0.667
3,'1100100011',0.644
4,'0001110100',0.558
5,'1110001011',0.543
6,'1100000011',0.638
7,'0001110101',0.525
8,'1110101010',0.438
9,'0001010101',0.435
10,'1110100011',0.603
11,'0001011100',0.619
12,'1100001010',0.502
13,'0011110101',0.52
