,states,coherence
0,'1100110011',0.63
1,'0000100111',0.568
2,'0001001100',0.579
3,'0011001100',0.609
4,'1101011000',0.518
5,'1111011000',0.563
6,'0010100111',0.522
7,'1110110011',0.561
8,'0011101100',0.636
9,'1100010011',0.651
10,'1111011001',0.611
11,'0000100110',0.602
