,states,coherence
0,'1111011000',0.555
1,'0001001100',0.571
2,'1110110011',0.593
3,'1100110011',0.638
4,'1101011000',0.484
5,'0011001100',0.652
6,'0010100111',0.522
7,'0000100111',0.535
8,'1100010011',0.655
9,'0011101100',0.668
10,'0000100110',0.586
11,'1111011001',0.574
