,states,coherence
0,'1110110011',0.611
1,'1101011001',0.689
2,'0010100110',0.683
3,'0010100111',0.652
4,'0001101100',0.647
5,'0000100111',0.614
6,'1110010011',0.64
7,'0001001100',0.622
8,'1111011000',0.609
9,'1100110011',0.582
10,'1101011000',0.64
11,'0011001100',0.566
