"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.00660674678320445,-0.117693012484175,-0.493795764091144,1,-0.117693012484175,-1,0.117693012484175,0.473578774254395
"GRHL2",1,1,-0.00660674678320445,-0.117693012484175,-0.493795764091144,1,-0.117693012484175,-1,0.117693012484175,0.473578774254395
"Iext",-0.00660674678320445,-0.00660674678320445,1,0.173946491966453,-0.0680565847606975,-0.00660674678320445,0.173946491966453,0.00660674678320445,-0.173946491966453,-0.0766670245075544
"KEAP1",-0.117693012484175,-0.117693012484175,0.173946491966453,1,-0.388510165107098,-0.117693012484175,1,0.117693012484175,-1,-0.644113304912811
"NRF2",-0.493795764091144,-0.493795764091144,-0.0680565847606975,-0.388510165107098,1,-0.493795764091144,-0.388510165107098,0.493795764091144,0.388510165107098,0.0326244275955228
"OVOL2",1,1,-0.00660674678320445,-0.117693012484175,-0.493795764091144,1,-0.117693012484175,-1,0.117693012484175,0.473578774254395
"SNAIL",-0.117693012484175,-0.117693012484175,0.173946491966453,1,-0.388510165107098,-0.117693012484175,1,0.117693012484175,-1,-0.644113304912811
"ZEB",-1,-1,0.00660674678320445,0.117693012484175,0.493795764091144,-1,0.117693012484175,1,-0.117693012484175,-0.473578774254395
"miR200",0.117693012484175,0.117693012484175,-0.173946491966453,-1,0.388510165107098,0.117693012484175,-1,-0.117693012484175,1,0.644113304912811
"miR34",0.473578774254395,0.473578774254395,-0.0766670245075544,-0.644113304912811,0.0326244275955228,0.473578774254395,-0.644113304912811,-0.473578774254395,0.644113304912811,1
