"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0129099108890258,0.311981022116504,-0.638274077101117,1,0.311979193528589,-1,-0.312178134432205,0.756781175920097
"GRHL2",1,1,-0.0129099108890258,0.311981022116504,-0.638274077101117,1,0.311979193528589,-1,-0.312178134432205,0.756781175920097
"Iext",-0.0129099108890258,-0.0129099108890258,1,0.675108003349882,-0.34881500095434,-0.0129099108890258,0.675108943101985,0.0129099108890257,-0.674909751473721,-0.256129964180741
"KEAP1",0.311981022116504,0.311981022116504,0.675108003349882,1,-0.673706443805925,0.311981022116504,0.710939978210494,-0.311981022116504,-0.856871952187706,0.0687615998779351
"NRF2",-0.638274077101117,-0.638274077101117,-0.34881500095434,-0.673706443805925,1,-0.638274077101117,-0.67370594017469,0.638274077101117,0.673906026491395,-0.395054816691972
"OVOL2",1,1,-0.0129099108890258,0.311981022116504,-0.638274077101117,1,0.311979193528589,-1,-0.312178134432205,0.756781175920097
"SNAIL",0.311979193528589,0.311979193528589,0.675108943101985,0.710939978210494,-0.67370594017469,0.311979193528589,1,-0.311979193528589,-0.78200353604955,0.0687607568666627
"ZEB",-1,-1,0.0129099108890257,-0.311981022116504,0.638274077101117,-1,-0.311979193528589,1,0.312178134432205,-0.756781175920097
"miR200",-0.312178134432205,-0.312178134432205,-0.674909751473721,-0.856871952187706,0.673906026491395,-0.312178134432205,-0.78200353604955,0.312178134432205,1,-0.0689603341122407
"miR34",0.756781175920097,0.756781175920097,-0.256129964180741,0.0687615998779351,-0.395054816691972,0.756781175920097,0.0687607568666627,-0.756781175920097,-0.0689603341122407,1
