,states,coherence
0,'0001001100',0.598
1,'1100110011',0.643
2,'1101011000',0.498
3,'0011001100',0.646
4,'0011100111',0.396
5,'0000100111',0.56
6,'1100011000',0.405
7,'1111011000',0.539
8,'1110110011',0.598
9,'0010100111',0.52
10,'1110011000',0.408
11,'0001100111',0.401
12,'1101010011',0.694
13,'0010101100',0.699
14,'0000100110',0.6
15,'0001000111',0.446
16,'0011101100',0.541
17,'1111011001',0.6
18,'0001100110',0.456
19,'1100010011',0.543
20,'1110111000',0.447
21,'1110011001',0.452
