states,flag,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'1111011000',1,0.21081666666666665,4.1899350299916576e-5,0.22727272727272727,0.24296333333333334,0.0008754554370281884,0.22727272727272727,0.17457,0.0010860325348103928,0.22727272727272727
'0000100111',1,0.20918666666666666,0.0013759925710393778,0.22727272727272727,0.24305333333333334,0.0009536013609237105,0.22727272727272727,0.17459000000000002,0.0012638829059687412,0.22727272727272727
'1101011000',1,0.10192000000000001,0.0005446099521676022,0.2727272727272727,,,,0.17489666666666667,0.0015522957908279606,0.2727272727272727
'0010100111',1,0.10193999999999999,0.0012121881042148556,0.2727272727272727,,,,0.17553666666666667,0.00038143005766312144,0.2727272727272727
'0001001100',1,0.03699333333333333,0.00018372685039360845,0.2727272727272727,,,,0.07486,0.00046540305112880266,0.2727272727272727
'1110110011',1,0.036719999999999996,0.0005324158775493691,0.2727272727272727,,,,0.07476333333333333,0.00022291004663067322,0.2727272727272727
'1100110011',1,0.03968,5.099019513592849e-5,0.22727272727272727,,,,0.07539666666666667,0.0011664285471281817,0.22727272727272727
'0011001100',1,0.038926666666666665,0.00028546258754675414,0.22727272727272727,,,,0.07538666666666667,0.00043099368389288184,0.22727272727272727
'1100110010',1,0.050113333333333336,0.00036444783196257793,0.2727272727272727,0.09343000000000001,0.00041085277168348086,0.2727272727272727,,,
'0011001101',1,0.05028666666666667,0.0006953336529241854,0.2727272727272727,0.09180333333333333,0.000854842415627325,0.2727272727272727,,,
'1100010011',1,0.06144,0.0006754257916307308,0.2727272727272727,,,,,,
'0011101100',1,0.06197666666666666,0.00035863940416834214,0.2727272727272727,,,,,,
'0011101101',1,,,,0.16447333333333333,0.001053322784757307,0.3181818181818182,,,
'1100010010',1,,,,0.16427666666666665,0.0006905231511124133,0.3181818181818182,,,
