"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0114058543249367,0.198918104188795,-0.892935879501374,1,0.198918104188795,-1,-0.198918104188795,0.43426120898829
"GRHL2",1,1,-0.0114058543249367,0.198918104188795,-0.892935879501374,1,0.198918104188795,-1,-0.198918104188795,0.43426120898829
"Iext",-0.0114058543249367,-0.0114058543249367,1,0.789676813517537,0.118470750964733,-0.0114058543249367,0.789676813517537,0.0114058543249367,-0.789676813517537,-0.156494387694012
"KEAP1",0.198918104188795,0.198918104188795,0.789676813517537,1,-0.0918545973715094,0.198918104188795,1,-0.198918104188795,-1,-0.366819950761128
"NRF2",-0.892935879501374,-0.892935879501374,0.118470750964733,-0.0918545973715094,1,-0.892935879501374,-0.0918545973715094,0.892935879501374,0.0918545973715094,-0.541325041785134
"OVOL2",1,1,-0.0114058543249367,0.198918104188795,-0.892935879501374,1,0.198918104188795,-1,-0.198918104188795,0.43426120898829
"SNAIL",0.198918104188795,0.198918104188795,0.789676813517537,1,-0.0918545973715094,0.198918104188795,1,-0.198918104188795,-1,-0.366819950761128
"ZEB",-1,-1,0.0114058543249367,-0.198918104188795,0.892935879501374,-1,-0.198918104188795,1,0.198918104188795,-0.43426120898829
"miR200",-0.198918104188795,-0.198918104188795,-0.789676813517537,-1,0.0918545973715094,-0.198918104188795,-1,0.198918104188795,1,0.366819950761128
"miR34",0.43426120898829,0.43426120898829,-0.156494387694012,-0.366819950761128,-0.541325041785134,0.43426120898829,-0.366819950761128,-0.43426120898829,0.366819950761128,1
