,states,coherence
0,'1111011000',0.651
1,'0011001100',0.844
2,'0000100111',0.652
3,'1100110011',0.847
4,'0001001100',0.717
5,'1101011000',0.523
6,'0010100111',0.511
7,'1110110011',0.681
8,'1111011001',0.568
9,'0000100110',0.578
