,states,coherence
0,'1111011000',0.8
1,'0000100111',0.8
2,'1101011000',0.736
3,'0010100111',0.74
4,'0001001100',0.481
5,'1110110011',0.495
6,'1100110011',0.503
7,'0011001100',0.496
8,'1100110010',0.515
9,'0011001101',0.492
10,'1100010011',0.533
11,'0011101100',0.52
