,states,coherence
0,'0000100111',0.545
1,'0001001100',0.594
2,'1110110011',0.584
3,'1100110011',0.625
4,'1111011000',0.538
5,'0010100111',0.527
6,'0011001100',0.634
7,'1101011000',0.504
8,'1100010011',0.644
9,'0011101100',0.647
10,'1111011001',0.58
11,'0000100110',0.585
