,states,coherence
0,'0011101100',0.574
1,'1110110011',0.566
2,'1100010011',0.582
3,'1111011000',0.656
4,'0010100110',0.546
5,'1101011001',0.55
6,'1100110011',0.604
7,'0001101100',0.544
8,'0011001100',0.623
9,'1110010011',0.545
10,'1101011000',0.6
11,'0000100111',0.652
12,'0001001100',0.56
13,'0010100111',0.6
14,'1111011001',0.6
15,'0000100110',0.6
