,states,coherence
0,'0101001100',0.56
1,'1001011000',0.514
2,'0111001100',0.624
3,'1000110011',0.617
4,'1011011000',0.553
5,'1010110011',0.572
6,'0110100111',0.53
7,'0100100111',0.572
8,'1000010011',0.642
9,'1011011001',0.594
10,'0111101100',0.641
11,'0100100110',0.602
