"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0153095155761386,0.380765629410098,-0.580904477846905,1,0.0327252748697745,-1,-0.380765629410098,0.4374078056867
"GRHL2",1,1,-0.0153095155761386,0.380765629410098,-0.580904477846905,1,0.0327252748697745,-1,-0.380765629410098,0.4374078056867
"Iext",-0.0153095155761386,-0.0153095155761386,1,0.279296105719863,-0.07915664495133,-0.0153095155761386,0.627339019721195,0.0153095155761386,-0.279296105719863,-0.157210117568955
"KEAP1",0.380765629410098,0.380765629410098,0.279296105719863,1,-0.799860099844492,0.380765629410098,0.651957709419655,-0.380765629410098,-1,-0.181827263622906
"NRF2",-0.580904477846905,-0.580904477846905,-0.07915664495133,-0.799860099844492,1,-0.580904477846905,-0.451819344940661,0.580904477846905,0.799860099844492,-0.0183130697962392
"OVOL2",1,1,-0.0153095155761386,0.380765629410098,-0.580904477846905,1,0.0327252748697745,-1,-0.380765629410098,0.4374078056867
"SNAIL",0.0327252748697745,0.0327252748697745,0.627339019721195,0.651957709419655,-0.451819344940661,0.0327252748697745,1,-0.0327252748697745,-0.651957709419655,-0.529871217314586
"ZEB",-1,-1,0.0153095155761386,-0.380765629410098,0.580904477846905,-1,-0.0327252748697745,1,0.380765629410098,-0.4374078056867
"miR200",-0.380765629410098,-0.380765629410098,-0.279296105719863,-1,0.799860099844492,-0.380765629410098,-0.651957709419655,0.380765629410098,1,0.181827263622906
"miR34",0.4374078056867,0.4374078056867,-0.157210117568955,-0.181827263622906,-0.0183130697962392,0.4374078056867,-0.529871217314586,-0.4374078056867,0.181827263622906,1
