,states,coherence
0,'0011100101',0.544
1,'1110011010',0.515
2,'1100011010',0.522
3,'0001100101',0.518
4,'1110011011',0.717
5,'1101010001',0.767
6,'0001100100',0.72
7,'0010101110',0.774
8,'1110111010',0.465
9,'0001000101',0.464
