"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0170175116197407,-0.331731516687139,-0.672074484682137,1,-0.329929506019136,-1,0.330730735481052,0.645044905306216
"GRHL2",1,1,-0.0170175116197407,-0.331731516687139,-0.672074484682137,1,-0.329929506019136,-1,0.330730735481052,0.645044905306216
"Iext",-0.0170175116197407,-0.0170175116197407,1,0.685285555471076,-0.310911641099936,-0.0170175116197407,0.687087506568385,0.0170175116197406,-0.686286435212635,-0.371972309359211
"KEAP1",-0.331731516687139,-0.331731516687139,0.685285555471076,1,0.00380428781477277,-0.331731516687139,0.720720668002715,0.331731516687139,-0.862062068280702,-0.686686625102105
"NRF2",-0.672074484682137,-0.672074484682137,-0.310911641099936,0.00380428781477277,1,-0.672074484682137,0.00200272525022822,0.672074484682137,-0.00280304536193277,-0.317118124537309
"OVOL2",1,1,-0.0170175116197407,-0.331731516687139,-0.672074484682137,1,-0.329929506019136,-1,0.330730735481052,0.645044905306216
"SNAIL",-0.329929506019136,-0.329929506019136,0.687087506568385,0.720720668002715,0.00200272525022822,-0.329929506019136,1,0.329929506019136,-0.791391429746359,-0.684884771216179
"ZEB",-1,-1,0.0170175116197406,0.331731516687139,0.672074484682137,-1,0.329929506019136,1,-0.330730735481052,-0.645044905306216
"miR200",0.330730735481052,0.330730735481052,-0.686286435212635,-0.862062068280702,-0.00280304536193277,0.330730735481052,-0.791391429746359,-0.330730735481052,1,0.685685702857161
"miR34",0.645044905306216,0.645044905306216,-0.371972309359211,-0.686686625102105,-0.317118124537309,0.645044905306216,-0.684884771216179,-0.645044905306216,0.685685702857161,1
