"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.028386087269082,-0.542581894842491,-0.362615532191762,-0.00170616910338948,-0.0785526119308369,-1,0.539369404325812,0.463745183709851
"GRHL2",1,1,-0.028386087269082,-0.542581894842491,-0.362615532191762,-0.00170616910338948,-0.0785526119308369,-1,0.539369404325812,0.463745183709851
"Iext",-0.028386087269082,-0.028386087269082,1,0.29320850558643,-0.120679290885998,0.00110363223399839,0.561846267737665,0.028386087269082,-0.295615660487465,-0.176649105392648
"KEAP1",-0.542581894842491,-0.542581894842491,0.29320850558643,1,-0.0947997587509111,0.0534660396972025,0.535966593047825,0.542581894842491,-0.798174534895912,-0.538371485447339
"NRF2",-0.362615532191762,-0.362615532191762,-0.120679290885998,-0.0947997587509111,1,-0.000500021855622294,-0.558827175597009,0.362615532191762,0.0980160886454502,0.173632079282489
"OVOL2",-0.00170616910338948,-0.00170616910338948,0.00110363223399839,0.0534660396972025,-0.000500021855622294,1,0.00190504104346608,0.00170616910338948,-0.156185158460053,-0.00150415353821166
"SNAIL",-0.0785526119308369,-0.0785526119308369,0.561846267737665,0.535966593047825,-0.558827175597009,0.00190504104346608,1,0.0785526119308369,-0.539181037051486,-0.614804432860538
"ZEB",-1,-1,0.028386087269082,0.542581894842491,0.362615532191762,0.00170616910338948,0.0785526119308369,1,-0.539369404325812,-0.463745183709851
"miR200",0.539369404325812,0.539369404325812,-0.295615660487465,-0.798174534895912,0.0980160886454502,-0.156185158460053,-0.539181037051486,-0.539369404325812,1,0.537973267940712
"miR34",0.463745183709851,0.463745183709851,-0.176649105392648,-0.538371485447339,0.173632079282489,-0.00150415353821166,-0.614804432860538,-0.463745183709851,0.537973267940712,1
