,states,coherence
0,'0001001100',0.622
1,'0011001100',0.666
2,'1110110011',0.622
3,'0001100101',0.52
4,'0011100101',0.517
5,'1100011010',0.529
6,'1100110011',0.661
7,'1110011010',0.519
8,'1110011011',0.552
9,'1110111010',0.448
10,'0011101100',0.643
11,'0001000101',0.446
12,'1100010011',0.653
13,'0001100100',0.572
