,states,coherence
0,'0011001100',0.619
1,'1101011000',0.621
2,'1100110011',0.621
3,'0001001100',0.563
4,'0000100111',0.671
5,'0010100111',0.623
6,'1110110011',0.539
7,'1111011000',0.689
8,'1100010011',0.635
9,'0011101100',0.63
10,'0000100110',0.715
11,'1111011001',0.71
