,states,coherence
0,'0010100111',0.526
1,'1111011000',0.552
2,'0011001100',0.651
3,'1110110011',0.598
4,'1100110011',0.624
5,'0000100111',0.529
6,'0001001100',0.61
7,'1101011000',0.504
8,'1100010011',0.648
9,'0011101100',0.661
10,'0000100110',0.584
11,'1111011001',0.563
