"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,-1,-0.0379204539341672,-0.0767316318225105,-0.382499161156856,1,-0.0767316318225105,-1,0.0767316318225105,0.472131683163283
"GRHL2",-1,1,0.0379204539341672,0.0767316318225105,0.382499161156856,-1,0.0767316318225105,1,-0.0767316318225105,-0.472131683163283
"Iext",-0.0379204539341672,0.0379204539341672,1,0.565786377949509,-0.106554576209959,-0.0379204539341672,0.565786377949509,0.0379204539341672,-0.565786377949509,-0.170387585000766
"KEAP1",-0.0767316318225105,0.0767316318225105,0.565786377949509,1,-0.540767876176845,-0.0767316318225105,1,0.0767316318225105,-1,-0.604599036749258
"NRF2",-0.382499161156856,0.382499161156856,-0.106554576209959,-0.540767876176845,1,-0.382499161156856,-0.540767876176845,0.382499161156856,0.540767876176845,0.145367189872568
"OVOL2",1,-1,-0.0379204539341672,-0.0767316318225105,-0.382499161156856,1,-0.0767316318225105,-1,0.0767316318225105,0.472131683163283
"SNAIL",-0.0767316318225105,0.0767316318225105,0.565786377949509,1,-0.540767876176845,-0.0767316318225105,1,0.0767316318225105,-1,-0.604599036749258
"ZEB",-1,1,0.0379204539341672,0.0767316318225105,0.382499161156856,-1,0.0767316318225105,1,-0.0767316318225105,-0.472131683163283
"miR200",0.0767316318225105,-0.0767316318225105,-0.565786377949509,-1,0.540767876176845,0.0767316318225105,-1,-0.0767316318225105,1,0.604599036749258
"miR34",0.472131683163283,-0.472131683163283,-0.170387585000766,-0.604599036749258,0.145367189872568,0.472131683163283,-0.604599036749258,-0.472131683163283,0.604599036749258,1
