"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0124097152367436,0.248146726364337,-0.494896449411119,1,0.248146726364337,-1,-0.248146726364337,-0.4488679090002
"GRHL2",1,1,-0.0124097152367436,0.248146726364337,-0.494896449411119,1,0.248146726364337,-1,-0.248146726364337,-0.4488679090002
"Iext",-0.0124097152367436,-0.0124097152367436,1,0.444865555165133,-0.198118007840379,-0.0124097152367436,0.444865555165133,0.0124097152367436,-0.444865555165133,-0.244144797632285
"KEAP1",0.248146726364337,0.248146726364337,0.444865555165133,1,-0.753251972505761,0.248146726364337,1,-0.248146726364337,-1,-0.799279004974689
"NRF2",-0.494896449411119,-0.494896449411119,-0.198118007840379,-0.753251972505761,1,-0.494896449411119,-0.753251972505761,0.494896449411119,0.753251972505761,0.55253112248583
"OVOL2",1,1,-0.0124097152367436,0.248146726364337,-0.494896449411119,1,0.248146726364337,-1,-0.248146726364337,-0.4488679090002
"SNAIL",0.248146726364337,0.248146726364337,0.444865555165133,1,-0.753251972505761,0.248146726364337,1,-0.248146726364337,-1,-0.799279004974689
"ZEB",-1,-1,0.0124097152367436,-0.248146726364337,0.494896449411119,-1,-0.248146726364337,1,0.248146726364337,0.4488679090002
"miR200",-0.248146726364337,-0.248146726364337,-0.444865555165133,-1,0.753251972505761,-0.248146726364337,-1,0.248146726364337,1,0.799279004974689
"miR34",-0.4488679090002,-0.4488679090002,-0.244144797632285,-0.799279004974689,0.55253112248583,-0.4488679090002,-0.799279004974689,0.4488679090002,0.799279004974689,1
