,states,coherence
0,'1111011000',0.579
1,'1100110011',0.626
2,'0011001100',0.62
3,'0000100111',0.568
4,'1110110011',0.585
5,'0001001100',0.593
6,'1101011000',0.514
7,'0010100111',0.514
8,'1111011001',0.608
9,'1100010011',0.634
10,'0011101100',0.664
11,'0000100110',0.611
