"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0759477846096014,-0.158807902772446,-0.312519387160962,1,-0.158807902772446,-1,0.158807902772446,0.526270066465182
"GRHL2",1,1,-0.0759477846096014,-0.158807902772446,-0.312519387160962,1,-0.158807902772446,-1,0.158807902772446,0.526270066465182
"Iext",-0.0759477846096014,-0.0759477846096014,1,0.560889489453609,-0.0895628931868588,-0.0759477846096014,0.560889489453609,0.0759477846096014,-0.560889489453609,-0.193438367923579
"KEAP1",-0.158807902772446,-0.158807902772446,0.560889489453609,1,-0.528671241670065,-0.158807902772446,1,0.158807902772446,-1,-0.632545686166809
"NRF2",-0.312519387160962,-0.312519387160962,-0.0895628931868588,-0.528671241670065,1,-0.312519387160962,-0.528671241670065,0.312519387160962,0.528671241670065,0.161212920051422
"OVOL2",1,1,-0.0759477846096014,-0.158807902772446,-0.312519387160962,1,-0.158807902772446,-1,0.158807902772446,0.526270066465182
"SNAIL",-0.158807902772446,-0.158807902772446,0.560889489453609,1,-0.528671241670065,-0.158807902772446,1,0.158807902772446,-1,-0.632545686166809
"ZEB",-1,-1,0.0759477846096014,0.158807902772446,0.312519387160962,-1,0.158807902772446,1,-0.158807902772446,-0.526270066465182
"miR200",0.158807902772446,0.158807902772446,-0.560889489453609,-1,0.528671241670065,0.158807902772446,-1,-0.158807902772446,1,0.632545686166809
"miR34",0.526270066465182,0.526270066465182,-0.193438367923579,-0.632545686166809,0.161212920051422,0.526270066465182,-0.632545686166809,-0.526270066465182,0.632545686166809,1
