"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0142096452727228,-1,-0.216173907365442,1,-0.0774630449534014,-1,1,0.456369731150773
"GRHL2",1,1,-0.0142096452727228,-1,-0.216173907365442,1,-0.0774630449534014,-1,1,0.456369731150773
"Iext",-0.0142096452727228,-0.0142096452727228,1,0.0142096452727228,-0.00900704857560681,-0.0142096452727228,0.555244738322595,0.0142096452727228,-0.0142096452727228,-0.176342424264862
"KEAP1",-1,-1,0.0142096452727228,1,0.216173907365442,-1,0.0774630449534014,1,-1,-0.456369731150773
"NRF2",-0.216173907365442,-0.216173907365442,-0.00900704857560681,0.216173907365442,1,-0.216173907365442,-0.453763135985484,0.216173907365442,-0.216173907365442,0.0748602433390647
"OVOL2",1,1,-0.0142096452727228,-1,-0.216173907365442,1,-0.0774630449534014,-1,1,0.456369731150773
"SNAIL",-0.0774630449534014,-0.0774630449534014,0.555244738322595,0.0774630449534014,-0.453763135985484,-0.0774630449534014,1,0.0774630449534014,-0.0774630449534014,-0.621096976022618
"ZEB",-1,-1,0.0142096452727228,1,0.216173907365442,-1,0.0774630449534014,1,-1,-0.456369731150773
"miR200",1,1,-0.0142096452727228,-1,-0.216173907365442,1,-0.0774630449534014,-1,1,0.456369731150773
"miR34",0.456369731150773,0.456369731150773,-0.176342424264862,-0.456369731150773,0.0748602433390647,0.456369731150773,-0.621096976022618,-0.456369731150773,0.456369731150773,1
