"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,0.12524426434904,-0.000707763194118218,0.235354979113727,-0.632593410232185,0.12524426434904,0.235354979113727,-0.12524426434904,-0.235354979113727,-0.029526604191352
"GRHL2",0.12524426434904,1,-0.0225226140753931,-0.193311071273223,0.0223216384980677,1,-0.193311071273223,-1,0.193311071273223,0.492841145078462
"Iext",-0.000707763194118218,-0.0225226140753931,1,0.501650553462396,-0.104411365709369,-0.0225226140753931,0.501650553462396,0.0225226140753931,-0.501650553462396,-0.202120299542612
"KEAP1",0.235354979113727,-0.193311071273223,0.501650553462396,1,-0.602761859161212,-0.193311071273223,1,0.193311071273223,-1,-0.700469842141347
"NRF2",-0.632593410232185,0.0223216384980677,-0.104411365709369,-0.602761859161212,1,0.0223216384980677,-0.602761859161212,-0.0223216384980677,0.602761859161212,0.303231245011363
"OVOL2",0.12524426434904,1,-0.0225226140753931,-0.193311071273223,0.0223216384980677,1,-0.193311071273223,-1,0.193311071273223,0.492841145078462
"SNAIL",0.235354979113727,-0.193311071273223,0.501650553462396,1,-0.602761859161212,-0.193311071273223,1,0.193311071273223,-1,-0.700469842141347
"ZEB",-0.12524426434904,-1,0.0225226140753931,0.193311071273223,-0.0223216384980677,-1,0.193311071273223,1,-0.193311071273223,-0.492841145078462
"miR200",-0.235354979113727,0.193311071273223,-0.501650553462396,-1,0.602761859161212,0.193311071273223,-1,-0.193311071273223,1,0.700469842141347
"miR34",-0.029526604191352,0.492841145078462,-0.202120299542612,-0.700469842141347,0.303231245011363,0.492841145078462,-0.700469842141347,-0.492841145078462,0.700469842141347,1
