"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0168215512360082,-0.471769705513268,-0.313972863794939,0.0858982473609101,-0.0586779049072117,-1,0.471769705513268,0.451745618067712
"GRHL2",1,1,-0.0168215512360082,-0.471769705513268,-0.313972863794939,0.0858982473609101,-0.0586779049072117,-1,0.471769705513268,0.451745618067712
"Iext",-0.0168215512360082,-0.0168215512360082,1,0.313976384701247,-0.0592697731076816,-0.00220409339478684,0.559272172010249,0.0168215512360082,-0.313976384701247,-0.166198951171618
"KEAP1",-0.471769705513268,-0.471769705513268,0.313976384701247,1,-0.214255335589324,0.442329889856899,0.586904383787694,0.471769705513268,-1,-0.536643508296769
"NRF2",-0.313972863794939,-0.313972863794939,-0.0592697731076816,-0.214255335589324,1,-0.14997466206685,-0.499995920180388,0.313972863794939,0.214255335589324,0.106926123596818
"OVOL2",0.0858982473609101,0.0858982473609101,-0.00220409339478684,0.442329889856899,-0.14997466206685,1,0.0292276180164873,-0.08589824736091,-0.442329889856899,0.021027707291311
"SNAIL",-0.0586779049072117,-0.0586779049072117,0.559272172010249,0.586904383787694,-0.499995920180388,0.0292276180164873,1,0.0586779049072117,-0.586904383787693,-0.606928525428758
"ZEB",-1,-1,0.0168215512360082,0.471769705513268,0.313972863794939,-0.08589824736091,0.0586779049072117,1,-0.471769705513268,-0.451745618067712
"miR200",0.471769705513268,0.471769705513268,-0.313976384701247,-1,0.214255335589324,-0.442329889856899,-0.586904383787693,-0.471769705513268,1,0.536643508296769
"miR34",0.451745618067712,0.451745618067712,-0.166198951171618,-0.536643508296769,0.106926123596818,0.021027707291311,-0.606928525428758,-0.451745618067712,0.536643508296769,1
