"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0157992334572521,-0.286310760245534,-0.366347121489804,1,-0.286310760245534,-1,0.286310760245534,0.851139598060198
"GRHL2",1,1,-0.0157992334572521,-0.286310760245534,-0.366347121489804,1,-0.286310760245534,-1,0.286310760245534,0.851139598060198
"Iext",-0.0157992334572521,-0.0157992334572521,1,0.729490243550466,-0.0768316803311628,-0.0157992334572521,0.729490243550466,0.0157992334572521,-0.729490243550466,0.133061409831419
"KEAP1",-0.286310760245534,-0.286310760245534,0.729490243550466,1,-0.347340224116005,-0.286310760245534,1,0.286310760245534,-1,-0.137450426836678
"NRF2",-0.366347121489804,-0.366347121489804,-0.0768316803311628,-0.347340224116005,1,-0.366347121489804,-0.347340224116005,0.366347121489804,0.347340224116005,-0.515207097347434
"OVOL2",1,1,-0.0157992334572521,-0.286310760245534,-0.366347121489804,1,-0.286310760245534,-1,0.286310760245534,0.851139598060198
"SNAIL",-0.286310760245534,-0.286310760245534,0.729490243550466,1,-0.347340224116005,-0.286310760245534,1,0.286310760245534,-1,-0.137450426836678
"ZEB",-1,-1,0.0157992334572521,0.286310760245534,0.366347121489804,-1,0.286310760245534,1,-0.286310760245534,-0.851139598060198
"miR200",0.286310760245534,0.286310760245534,-0.729490243550466,-1,0.347340224116005,0.286310760245534,-1,-0.286310760245534,1,0.137450426836678
"miR34",0.851139598060198,0.851139598060198,0.133061409831419,-0.137450426836678,-0.515207097347434,0.851139598060198,-0.137450426836678,-0.851139598060198,0.137450426836678,1
