,states,coherence
0,'1111011000',0.653
1,'1110110011',0.568
2,'1100110011',0.603
3,'0001001100',0.577
4,'0000100111',0.658
5,'1101011000',0.627
6,'0011001100',0.625
7,'0010100111',0.598
8,'1111011001',0.692
9,'0000100110',0.692
10,'0011101100',0.655
11,'1100010011',0.63
