"","Ecad","GRHL2","Iext","KEAP1","NRF2","OVOL2","SNAIL","ZEB","miR200","miR34"
"Ecad",1,1,-0.0076091700098693,-0.285943498646025,-0.384861865064018,1,-0.00360432981486587,-1,0.285943498646025,0.441530057098839
"GRHL2",1,1,-0.0076091700098693,-0.285943498646025,-0.384861865064018,1,-0.00360432981486587,-1,0.285943498646025,0.441530057098839
"Iext",-0.0076091700098693,-0.0076091700098693,1,0.00200754807282805,0.00240417906951074,-0.0076091700098693,0.606726833770629,0.0076091700098693,-0.00200754807282806,-0.16880030632226
"KEAP1",-0.285943498646025,-0.285943498646025,0.00200754807282805,1,-0.329196124363019,-0.285943498646025,0.169005803214214,0.285943498646025,-1,-0.154387141631591
"NRF2",-0.384861865064018,-0.384861865064018,0.00240417906951074,-0.329196124363019,1,-0.384861865064018,-0.390868934172782,0.384861865064018,0.329196124363019,-0.0470568960816696
"OVOL2",1,1,-0.0076091700098693,-0.285943498646025,-0.384861865064018,1,-0.00360432981486587,-1,0.285943498646025,0.441530057098839
"SNAIL",-0.00360432981486587,-0.00360432981486587,0.606726833770629,0.169005803214214,-0.390868934172782,-0.00360432981486587,1,0.00360432981486587,-0.169005803214214,-0.562073888437544
"ZEB",-1,-1,0.0076091700098693,0.285943498646025,0.384861865064018,-1,0.00360432981486587,1,-0.285943498646025,-0.441530057098839
"miR200",0.285943498646025,0.285943498646025,-0.00200754807282806,-1,0.329196124363019,0.285943498646025,-0.169005803214214,-0.285943498646025,1,0.154387141631591
"miR34",0.441530057098839,0.441530057098839,-0.16880030632226,-0.154387141631591,-0.0470568960816696,0.441530057098839,-0.562073888437544,-0.441530057098839,0.154387141631591,1
