states,flag,Avg0,SD0,frust0,Avg1,SD1,frust1,Avg2,SD2,frust2
'0000100111',1,0.04985333333333333,0.0005251243239039248,0.2857142857142857,0.04870333333333334,0.0005878964383479648,0.2857142857142857,0.04301333333333334,0.00045675181687895,0.2857142857142857
'0010100111',1,0.03293666666666667,7.586537784493993e-5,0.3333333333333333,,,,0.042973333333333336,0.0008128277116885795,0.3333333333333333
'0001001100',1,0.024836666666666663,0.00014613540144521977,0.23809523809523808,,,,0.035480000000000005,0.0008632882871130988,0.23809523809523808
'0100110011',1,0.10288000000000001,0.00059755055574124,0.19047619047619047,0.11755666666666666,0.001674760347698212,0.19047619047619047,0.09315333333333332,0.0006518861522962072,0.19047619047619047
'0110110011',1,0.058763333333333334,0.0005193799722318485,0.23809523809523808,,,,0.09292666666666666,0.0005118810625743276,0.23809523809523808
'1111011000',1,0.04952,0.0004917994171068801,0.2857142857142857,0.04864333333333334,0.0005638754787677464,0.2857142857142857,0.043356666666666675,0.00035122009560324886,0.2857142857142857
'1110110011',1,0.024986666666666667,0.0006727720432822855,0.23809523809523808,,,,0.034476666666666676,0.0007904569705064429,0.23809523809523808
'1011001100',1,0.10534666666666666,0.0003336997985548589,0.19047619047619047,0.11745333333333334,0.0005921899094791232,0.19047619047619047,0.09337666666666666,0.0006245175916034892,0.19047619047619047
'1100110011',1,0.039619999999999995,0.00025468935326524193,0.19047619047619047,0.03881333333333334,0.0003437376260399137,0.19047619047619047,0.03446333333333333,0.00042034377465223716,0.19047619047619047
'0011001100',1,0.03933999999999999,0.0008339064695755755,0.19047619047619047,0.03871,0.00020607442021431643,0.19047619047619047,0.03579333333333334,0.0001837268503936073,0.19047619047619047
'1101011000',1,0.033106666666666666,0.0005067763039273094,0.3333333333333333,,,,0.04266333333333333,0.0003219040574802107,0.3333333333333333
'0111011000',1,0.007953333333333333,0.00013695092389449397,0.38095238095238093,0.008123333333333335,0.00028405789707186253,0.38095238095238093,0.008416666666666668,0.0002206555888458051,0.38095238095238093
'1001001100',1,0.058739999999999994,0.00044951826065986114,0.23809523809523808,,,,0.09404000000000001,0.0009576359781601097,0.23809523809523808
'0101011000',1,0.00788,0.00019200694431886257,0.42857142857142855,,,,0.007866666666666668,0.00020417857108151423,0.42857142857142855
'1000100111',1,0.00781,0.00022553639765383,0.38095238095238093,0.007766666666666667,6.599663291074424e-5,0.38095238095238093,0.00799,9.092121131323889e-5,0.38095238095238093
'1010100111',1,0.00806,0.0002372059583287625,0.42857142857142855,,,,0.007943333333333332,7.586537784494013e-5,0.42857142857142855
'0000100110',1,0.06298,0.0007384217403805709,0.3333333333333333,0.08454666666666666,0.0013846860855643596,0.3333333333333333,,,
'1100010011',1,0.07132333333333334,0.0006263296966365943,0.23809523809523808,0.10721666666666667,0.00040019439720660564,0.23809523809523808,,,
'1111011001',1,0.06334,0.0006577233460962175,0.3333333333333333,0.08411999999999999,0.0002628053779256886,0.3333333333333333,,,
'0011101100',1,0.07065666666666666,0.0007071224944959863,0.23809523809523808,0.10704333333333334,0.0003502697373295183,0.23809523809523808,,,
'1000100110',1,0.011909999999999999,0.00013490737563232058,0.42857142857142855,0.012213333333333333,0.0003229379025275427,0.42857142857142855,,,
'0111111000',1,0.028463333333333337,0.00022543784558547834,0.42857142857142855,0.02892,0.00014236104336041818,0.42857142857142855,,,
'1000000111',1,0.02810333333333333,0.0003483612429010373,0.42857142857142855,0.029076666666666667,0.000751236018542478,0.42857142857142855,,,
'0111011001',1,0.011589999999999998,0.00011775681155103826,0.42857142857142855,0.011826666666666666,0.00022050447211388255,0.42857142857142855,,,
'0111111001',1,,,,0.054586666666666665,0.0002569478978746904,0.47619047619047616,,,
'1000000110',1,,,,0.05468,0.00017795130420052174,0.47619047619047616,,,
'1100010011',0,,,,,,,0.017450000000000004,0.00035693136595149464,0.23809523809523808
'0011101100',0,,,,,,,0.017573333333333333,0.00015627610892974677,0.23809523809523808
'1110010001',0,,,,,,,0.00209,7.788880963698618e-5,0.42857142857142855
'1100011011',0,,,,,,,0.009713333333333333,9.285592184789407e-5,0.42857142857142855
'1111011001',0,,,,,,,0.017973333333333334,0.0006214141578332086,0.3333333333333333
'1101010001',0,,,,,,,0.00983,0.0002699382645470386,0.2857142857142857
'0000101110',0,,,,,,,0.009843333333333334,0.00036718145680606217,0.3333333333333333
'0010100100',0,,,,,,,0.0018066666666666667,9.533566430716725e-5,0.42857142857142855
'1100010001',0,,,,,,,0.0020133333333333336,7.363574011458168e-5,0.38095238095238093
'0010100110',0,,,,,,,0.017476666666666668,0.00017307673314329567,0.38095238095238093
'0001100110',0,,,,,,,0.005826666666666667,0.00024850665092821086,0.42857142857142855
'0010101110',0,,,,,,,0.0097,6.377042156569649e-5,0.2857142857142857
'1111010001',0,,,,,,,0.009613333333333333,0.0003077155974091808,0.3333333333333333
'1110011011',0,,,,,,,0.0099,0.000319687347262916,0.38095238095238093
'0000101100',0,,,,,,,0.005866666666666666,0.00010498677165349067,0.2857142857142857
'0011101110',0,,,,,,,0.0018033333333333332,0.00010842303978193727,0.38095238095238093
