,states,coherence
0,'1111011000',0.644
1,'0011101100',0.637
2,'1110110011',0.578
3,'1100110011',0.619
4,'1111011001',0.689
5,'1100010011',0.643
6,'0000100110',0.686
7,'0000100111',0.651
8,'1101011000',0.614
9,'0001001100',0.549
10,'0011001100',0.607
11,'0010100111',0.619
