,states,coherence
0,'1101011000',0.542
1,'0000100111',0.556
2,'0011001100',0.628
3,'1111011000',0.562
4,'1110110011',0.597
5,'0001001100',0.595
6,'1100110011',0.632
7,'0010100111',0.531
8,'1111011001',0.608
9,'1100010011',0.638
10,'0011101100',0.658
11,'0000100110',0.601
