"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.806608585667975,0.806608585667975,0.799963738487062,0.805035614823082,0.735760476534716,0.545527871651225,-0.497224857486977,-0.536494509926882,-0.556456731021993,-0.668537354123739,-0.731690301104739,-0.752058992751338,-0.875776455962405,-0.829629469429964,-0.879855738455792
"miR200b",0.806608585667975,0.806608585667975,0.799963738487062,0.805035614823082,0.735760476534716,0.545527871651225,-0.497224857486977,-0.536494509926882,-0.556456731021993,-0.668537354123739,-0.731690301104739,-0.752058992751338,-0.875776455962405,-0.829629469429964,-0.879855738455792
"miR200a",0.806608585667975,0.806608585667975,0.799963738487062,0.805035614823082,0.735760476534716,0.545527871651225,-0.497224857486977,-0.536494509926882,-0.556456731021993,-0.668537354123739,-0.731690301104739,-0.752058992751338,-0.875776455962405,-0.829629469429964,-0.879855738455792
"miR141",0.806608585667975,0.806608585667975,0.799963738487062,0.805035614823082,0.735760476534716,0.545527871651225,-0.497224857486977,-0.536494509926882,-0.556456731021993,-0.668537354123739,-0.731690301104739,-0.752058992751338,-0.875776455962405,-0.829629469429964,-0.879855738455792
"miR101",0.71703867689079,0.71703867689079,0.707514333046332,0.714106680722809,0.597242743263914,0.497758669946566,-0.387539024430288,-0.484998616605736,-0.424167754758612,-0.547193108219458,-0.606429835727908,-0.583837491207082,-0.774357425536799,-0.650170092298845,-0.781441808100768
"miR34a",0.724899787604041,0.724899787604041,0.71586926571423,0.723040686947163,0.624443670963462,0.54454832953977,-0.466458114518898,-0.528984810117818,-0.542808662851113,-0.770450013247086,-0.727346652149207,-0.590898518695676,-0.783819713808121,-0.657858325428544,-0.688552476560107
"SNAI1",-0.527820298352766,-0.527820298352766,-0.515917872421795,-0.529378933190944,-0.48873812782211,-0.419244380805262,0.205061076808914,0.408211589816407,0.339434777156278,0.46181758526375,0.50447784767428,0.433215432180466,0.571715724338938,0.479689988206393,0.566946223277387
"TGFbeta",-0.586203608186883,-0.586203608186883,-0.676229900927612,-0.584799527030898,-0.57748262486702,-0.48836520774932,0.425644055488267,0.488734186678829,0.500323751021958,0.629129930686865,0.680461091094601,0.662351620304646,0.640729103734266,0.624034902337081,0.64441213277292
"FOXC2",-0.841166815224974,-0.841166815224974,-0.835745095815822,-0.840062550560843,-0.77977636484797,-0.517309543486062,0.488912280696267,0.50655954623943,0.524499867396845,0.708496031058351,0.677024985834349,0.676592912808341,0.915597774506061,0.759581458857897,0.718773691748174
"SNAI2",-0.680282013446994,-0.680282013446994,-0.772480217695214,-0.678056168011496,-0.587896050061441,-0.613327881063573,0.449867611549164,0.494033063825092,0.614785694151905,0.726188688392284,0.688051354782248,0.63327017928333,0.74518957226986,0.707372022457339,0.750863126036407
"ZEB1",-0.917047642797523,-0.917047642797523,-0.910641637538383,-0.915597774506061,-0.847219823650815,-0.575537704113467,0.532499113108196,0.563372698310248,0.584642310461028,0.778385111499426,0.743589612467565,0.759581458857897,0.887778697031812,0.839275810470203,0.791865437468941
"GSC",-0.736338016069856,-0.736338016069856,-0.726839261799773,-0.734741395736019,-0.645194551466596,-0.550676201635026,0.478465505008279,0.615628086398126,0.624333927457156,0.579927868836259,0.630287339890545,0.598268252222445,0.797400075106833,0.667326316738574,0.801419268590952
"TWIST2",-0.739160551314846,-0.739160551314846,-0.73008086138033,-0.736686416764386,-0.638758137116276,-0.55536373362994,0.480763619301367,0.525032684960316,0.656999625952493,0.680295000287265,0.737466224654614,0.600978767613771,0.799373006163427,0.669975412546353,0.805468559060604
"TWIST1",-0.739322379081282,-0.739322379081282,-0.730471470574579,-0.736820264193777,-0.633059528448059,-0.516671515078029,0.39817870864936,0.605948761165846,0.537215217183962,0.677065067600288,0.736425497800032,0.600726434758132,0.799706216580303,0.669975834861292,0.805861722932927
"ZEB2",-0.938647656432015,-0.938647656432015,-0.93314649087041,-0.737465022513645,-0.678357086654183,-0.507632942182841,0.473719050642273,0.499466920878783,0.516778785824903,0.606234566918564,0.674667391809382,0.774135410272253,0.813061881736095,0.857696062052579,0.916651409874537
