"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.917586972625407,0.813895942629994,0.901597506698574,0.611332573270342,0.522111566410884,0.857795477521794,0.457319818649109,0.685430805885153,0.473208120311077,0,-0.679049757280179,0,0,-0.939056743320432,-0.933879389887145,-0.939056743320432,-0.737830939728078,-0.427753574856531,0.376145509534085,0.774052397091966,0.501479625941502,-0.902922939858948
"ZEB1",0.793314836385353,0.889110094111109,0.874445115778882,0.785438516787643,0.591458733856459,0.83967553946391,0.530085887267729,0.757356458525472,0.531585930954848,0,-0.848329381684977,0,0,-0.917841890863401,-0.911885688509797,-0.917841890863401,-0.916342758305799,-0.487589853688054,0.439079470643694,0.759624249170633,0.565957765945322,-0.875998612596273
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.808040711283387,0.801883153810928,0.682446970071148,0.694269689655774,0.668521147635725,0.671129643038902,0.615789976867641,0.760747012352667,0.48193738749093,0,-0.641489960831459,0,0,-0.740917785054427,-0.732613464262073,-0.740917785054427,-0.73842377707926,-0.442589086759534,0.401493342078683,0.601531613585519,0.528912621960305,-0.78575635139115
"TWIST1",0.808530210940654,0.802460837149003,0.779541856066481,0.690959745577208,0.548917029718049,0.671165862590538,0.59562190602502,0.758331375245369,0.404427020103103,0,-0.636868583853885,0,0,-0.741262798308633,-0.732743443918566,-0.741262798308633,-0.738802429464109,-0.365165596882129,0.323429709974941,0.601339315888006,0.611294676537037,-0.782068957466832
"TGFbeta",0.645030751323667,0.641903518348352,0.62509397337444,0.642099451023818,0.514349365079741,0.624112917272069,0.46623756552296,0.703038511778457,0.428863927710751,0,-0.579470483195661,0,0,-0.586436708988852,-0.678232304297937,-0.586436708988852,-0.58524950839994,-0.394651664217654,0.356499831148861,0.661824240580053,0.494043661283761,-0.629145163931588
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.775128964542243,0.769955802715079,0.855157145715401,0.866151654170444,0.667311406571605,0.825446007376047,0.608355065885809,0.837325192283027,0.499935296677776,0,-0.623571282272512,0,0,-0.701462938676522,-0.895076318779218,-0.701462938676522,-0.699493360554984,-0.456971277193936,0.41064041409704,0.747980526832468,0.537671749960347,-0.857387481643501
"SNAI1",0.567964039074329,0.572355995584754,0.55166626681199,0.47618579430176,0.346110052168385,0.480298724192586,0.312094695883185,0.52737583987812,0.198395223457473,0,-0.488337751126329,0,0,-0.528119108951675,-0.518641999131427,-0.528119108951675,-0.529532336055791,-0.270845057529985,0.245195569192196,0.433392983146552,0.40914902503734,-0.555094097620959
"miR9",-0.940516256265927,-0.737830939728078,-0.82763124616993,-0.53705021637929,-0.457319818649109,-0.774052397091966,-0.39393837535014,-0.613863739892493,-0.427753574856531,0,0.607833096343984,0,0,0.859307831579848,0.855128130070554,0.859307831579848,0.65841876533053,0.376145509534085,-0.328472730972731,-0.687222702768822,-0.440977804816452,0.728792306429363
"miR34a",-0.690522722585208,-0.78591039754802,-0.66818602186027,-0.784119385712028,-0.555216592611677,-0.658750740324762,-0.503581593705603,-0.749874658821821,-0.467970733999306,0,0.626804901120531,0,0,0.726163883996984,0.718584317220423,0.726163883996984,0.724355211975053,0.430219078164344,-0.389676201262546,-0.591175234290664,-0.533525943851233,0.671344252449695
"miR30c",-0.755168557605446,-0.643562734496372,-0.624279710445993,-0.633769064985872,-0.504982386802768,-0.627126352255873,-0.456359080569706,-0.703645803242297,-0.360543287860136,0,0.538406434342833,0,0,0.691204554190439,0.682247978100613,0.691204554190439,0.586204547866525,0.325596234580766,-0.287156820960428,-0.564196787685294,-0.469172804880877,0.628291641000275
"miR205",-0.926852859072923,-0.923634529865375,-0.811711893445736,-0.721540338199437,-0.539033966207672,-0.764557068932744,-0.476741019995127,-0.696917086094517,-0.500275580121099,0,0.789407528973342,0,0,0.847602188106316,0.842830211086433,0.847602188106316,0.846485329714222,0.450713216882587,-0.403404299685135,-0.680147883951961,-0.519064911197506,0.81297441844274
"miR200c",-0.881375120905503,-0.877211560154,-0.763344228666376,-0.674824706501924,-0.563983448209368,-0.830084518737491,-0.506653434205945,-0.744662784429108,-0.497791109625048,0,0.737206851152059,0,0,0.807495065017219,0.80124451255871,0.807495065017219,0.805898311591768,0.451967130324412,-0.40847983609395,-0.752128158831663,-0.539841314374496,0.764782970304116
"miR200b",-0.881375120905503,-0.877211560154,-0.763344228666376,-0.674824706501924,-0.563983448209368,-0.830084518737491,-0.506653434205945,-0.744662784429108,-0.497791109625048,0,0.737206851152059,0,0,0.807495065017219,0.80124451255871,0.807495065017219,0.805898311591768,0.451967130324412,-0.40847983609395,-0.752128158831663,-0.539841314374496,0.764782970304116
