"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.795597750663074,0.795597750663074,0.766012044286636,0.794709669840639,0.725736062233531,0.499045098610683,-0.486104041027292,-0.527061247305973,-0.537815438972325,-0.599063601049456,-0.598733543540546,-0.743067373371277,-0.860744733525473,-0.816100329640613,-0.862972354439337
"miR200b",0.795597750663074,0.795597750663074,0.766012044286636,0.794709669840639,0.725736062233531,0.499045098610683,-0.486104041027292,-0.527061247305973,-0.537815438972325,-0.599063601049456,-0.598733543540546,-0.743067373371277,-0.860744733525473,-0.816100329640613,-0.862972354439337
"miR200a",0.795597750663074,0.795597750663074,0.766012044286636,0.794709669840639,0.725736062233531,0.499045098610683,-0.486104041027292,-0.527061247305973,-0.537815438972325,-0.599063601049456,-0.598733543540546,-0.743067373371277,-0.860744733525473,-0.816100329640613,-0.862972354439337
"miR141",0.795597750663074,0.795597750663074,0.766012044286636,0.794709669840639,0.725736062233531,0.499045098610683,-0.486104041027292,-0.527061247305973,-0.537815438972325,-0.599063601049456,-0.598733543540546,-0.743067373371277,-0.860744733525473,-0.816100329640613,-0.862972354439337
"miR101",0.706157286897739,0.706157286897739,0.675832344342762,0.703858385670722,0.587212147350224,0.448423949880456,-0.375948011660398,-0.475297851534861,-0.406325893963923,-0.48914239895598,-0.491797714124929,-0.574964288234987,-0.759735593907304,-0.636879522493154,-0.765117165895611
"miR34a",0.670072951838386,0.670072951838386,0.608096357358092,0.670513750987609,0.575230109164363,0.414808170033116,-0.420512665268853,-0.483071471091969,-0.473927849167135,-0.611056682160251,-0.467956676819176,-0.539171988226651,-0.720993361071453,-0.595130414845265,-0.620261989845429
"SNAI1",-0.515363226620647,-0.515363226620647,-0.485213161311163,-0.517555851938699,-0.477168832430733,-0.372892225365347,0.192429043134528,0.397216989871873,0.323570821215175,0.407211017661978,0.400468023953244,0.422702721032074,0.556094414304995,0.465541624613713,0.549719203988373
"TWIST2",-0.554843139753988,-0.554843139753988,-0.44561613235988,-0.558318372766333,-0.47272228489654,-0.251453056090516,0.328529289194808,0.361365153383035,0.430324014758772,0.249138815750175,0.21685632711464,0.430101017429054,0.59775671435245,0.474004767704935,0.590219671452346
"TGFbeta",-0.57227359036899,-0.57227359036899,-0.635968574179781,-0.571772158515436,-0.565454913880495,-0.445956606981352,0.415499024626853,0.478806045053337,0.480019123809682,0.552077062036278,0.539951295280101,0.649823743619553,0.622810880358873,0.606607314633298,0.624178322456308
"SNAI2",-0.612809333899916,-0.612809333899916,-0.746678136532453,-0.613269790389595,-0.536547795549892,-0.555865872063135,0.411637207201205,0.44553124491067,0.535890546576572,0.594905464827457,0.469367236979737,0.671814216345362,0.668196660175278,0.733010722970286,0.667587319091183
"FOXC2",-0.828227369931109,-0.828227369931109,-0.797253012012584,-0.827874055155916,-0.767932384195293,-0.456719433110042,0.474960114211763,0.495061452627393,0.502554754844704,0.632345859392202,0.530530223308017,0.665908410858668,0.898130673517531,0.743674503735183,0.699271759533242
"ZEB1",-0.898653173992945,-0.898653173992945,-0.863490971934347,-0.898130673517531,-0.830388830838234,-0.503917461242338,0.514581735197806,0.547417433193446,0.556473746421262,0.688952224108959,0.577274210071621,0.743674503735183,0.86455104916981,0.817860952004426,0.766208425656949
"TWIST1",-0.722846859541628,-0.722846859541628,-0.686952706696921,-0.721309513372709,-0.618534230036712,-0.479503775901947,0.383858298418202,0.591912295048675,0.511091418053644,0.593304516939671,0.581471320651321,0.586667959015137,0.778735171231625,0.65038574320934,0.782415876476572
"GSC",-0.725450434459025,-0.725450434459025,-0.694878468974411,-0.724499085883167,-0.635142842862121,-0.50218277701294,0.466927274814862,0.605831473903817,0.606372162338232,0.517317626693462,0.512160162787996,0.589547647435121,0.782716665395846,0.65424083606496,0.784990502449853
"ZEB2",-0.932554021586171,-0.932554021586171,-0.908663901944567,-0.731814200539093,-0.67268234784272,-0.469845966999111,0.466524361113075,0.493966677535066,0.504356246049717,0.552191636122495,0.564653768970004,0.769332159608269,0.803786668699805,0.849755359486484,0.906010094081719
