"","miR200b","miR200c","miR200a","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","ZEB1","GSC","TGFbeta","ZEB2"
"miR200c",0.758858266688528,0.757798124610909,0.757798124610909,0.728948447422348,0.680466757934405,0.556431918549382,-0.485623657191961,-0.527733827373497,-0.548148446850351,-0.647109767174096,-0.721875663989366,-0.784061747185381,-0.723327108416432,-0.790356505074219,-0.855690885782007
"miR200b",0.758858266688528,0.757798124610909,0.757798124610909,0.728948447422348,0.680466757934405,0.556431918549382,-0.485623657191961,-0.527733827373497,-0.548148446850351,-0.647109767174096,-0.721875663989366,-0.784061747185381,-0.723327108416432,-0.790356505074219,-0.855690885782007
"miR200a",0.758858266688528,0.757798124610909,0.757798124610909,0.728948447422348,0.680466757934405,0.556431918549382,-0.485623657191961,-0.527733827373497,-0.548148446850351,-0.647109767174096,-0.721875663989366,-0.784061747185381,-0.723327108416432,-0.790356505074219,-0.855690885782007
"miR141",0.758858266688528,0.757798124610909,0.757798124610909,0.728948447422348,0.680466757934405,0.556431918549382,-0.485623657191961,-0.527733827373497,-0.548148446850351,-0.647109767174096,-0.721875663989366,-0.784061747185381,-0.723327108416432,-0.790356505074219,-0.855690885782007
"miR101",0.669278977028111,0.672782842479331,0.672782842479331,0.646112508754082,0.54698240612752,0.49928705510267,-0.37540168645049,-0.475587686303654,-0.415038499999177,-0.530628640819906,-0.599955607107284,-0.692504486304316,-0.557299056876417,-0.613813070141956,-0.758401322360868
"miR34a",0.57473597566772,0.555208265590439,0.555208265590439,0.48985497796732,0.453966368746461,0.511713007032317,-0.408747039668504,-0.472788612002139,-0.482978176722668,-0.678598894800228,-0.656935186377694,-0.528237939423938,-0.461665916665001,-0.50839349937795,-0.58700621216323
"TWIST2",-0.343339434187603,-0.295834017550495,-0.295834017550495,-0.135213213911141,-0.210636174707831,-0.369231829579529,0.283878408765692,0.322716303253635,0.436983089039651,0.384130280333499,0.471259014287984,0.158187910258515,0.238421514279085,0.266865775117648,0.488608038862991
"SNAI1",-0.475621160273613,-0.47872904591571,-0.47872904591571,-0.456744313966227,-0.434096265305236,-0.422345505118473,0.190012191229606,0.39599366199778,0.330740338663576,0.44591444928149,0.501502824164678,0.488324709420604,0.400143693834658,0.438945373434028,0.540265360961071
"TGFbeta",-0.623355094094396,-0.522845169672358,-0.522845169672358,-0.489638555108774,-0.508581871259749,-0.508573032504246,0.4124546593774,0.477318675837482,0.490370523589944,0.603094630034516,0.670121633804589,0.531072276779639,0.619728175778614,0.570617057497656,0.61159985403781
"SNAI2",-0.704182753370642,-0.488065520295768,-0.488065520295768,-0.403614481691712,-0.396941782801121,-0.664540228441787,0.395919101573808,0.432867749046402,0.547555254804642,0.713050798348882,0.696358342158118,0.444968973162924,0.584720044217382,0.635523674453382,0.625572015215399
"FOXC2",-0.789392323856854,-0.785837054206136,-0.785837054206136,-0.754743671593195,-0.717724994825201,-0.519522412561562,0.474409870282529,0.495643154508811,0.513610693485514,0.683820482861715,0.664344896949459,0.813129421424999,0.64360593976912,0.714608319799009,0.691212112309556
"ZEB1",-0.852317186387762,-0.848535067274854,-0.848535067274854,-0.813129421424999,-0.771635657283886,-0.573631457793647,0.512420617281247,0.546863945748111,0.567726829455405,0.745074939483926,0.723539503225968,0.768225088942155,0.714608319799009,0.782598594288739,0.755115504825586
"TWIST1",-0.675238895483297,-0.675510325698694,-0.675510325698694,-0.641563627150428,-0.562200067424051,-0.547068548014971,0.381391176925721,0.590774914403809,0.521389436424761,0.649653688204314,0.72315584355475,0.688541845013285,0.558753050809627,0.616154665610183,0.770677756779423
"GSC",-0.687939151370481,-0.6908201695509,-0.6908201695509,-0.664803477607297,-0.593260183016376,-0.556243890086662,0.466315888622716,0.606278189867874,0.615574655695202,0.562105096530233,0.626914784833847,0.71327415139526,0.571144159493872,0.63045892114324,0.777962259863746
"ZEB2",-0.904539639369506,-0.904133804491038,-0.904133804491038,-0.681252093841934,-0.637850957840568,-0.518140195547114,0.467132103828086,0.495634685779702,0.513646059205297,0.594076729821437,0.671681567475687,0.742346200774164,0.756671285729421,0.832002386353565,0.901805449039447
