"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.927786792810964,0.824296089457608,0.911904964573155,0.618310630684748,0.526931452329492,0.863971303228279,0.462759899843748,0.68913397021997,0.48412623906022,0,-0.692332897725456,0,0,-0.947691222917923,-0.942107049111851,-0.947691222917923,-0.746532473655343,-0.530545621699036,0.466679836303254,0.778551891721911,0.503177110537444,-0.913186726196586
"ZEB1",0.796469644466038,0.89221803479739,0.876660069448255,0.784259719145039,0.584418326116005,0.84111391192099,0.524726811326642,0.751482306817531,0.528534338746776,0,-0.852461091807461,0,0,-0.92068102300466,-0.913801145364611,-0.92068102300466,-0.919141447345748,-0.589499218379997,0.529897473809752,0.760816670346255,0.556273417327715,-0.878317349665613
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.809202552482452,0.802927174884682,0.681866985542532,0.689596234851597,0.657040248168393,0.671353436860757,0.605753342531042,0.750124172732907,0.477082689503045,0,-0.642335270891831,0,0,-0.742351191271112,-0.732621966778153,-0.742351191271112,-0.739800775040491,-0.579183179063682,0.527898983039277,0.602145382948044,0.517853049839122,-0.785587081392377
"TWIST1",0.809205165263557,0.802964498029615,0.778384414905348,0.685714949014469,0.534622556097284,0.67096521446733,0.582745587410977,0.747232301916176,0.393933768061085,0,-0.636635907679004,0,0,-0.742217568331993,-0.732316147288582,-0.742217568331993,-0.739679270540671,-0.560108634682188,0.508415237837368,0.601567376576609,0.598188934422561,-0.781267575635168
"TGFbeta",0.652900976990752,0.648834644473784,0.629692753643989,0.642247851288319,0.5091139726223,0.629307138033837,0.462082327604428,0.698303380402785,0.430730654170902,0,-0.58503251406911,0,0,-0.59356644369311,-0.683680352201013,-0.59356644369311,-0.591985066641762,-0.52593288826099,0.479234015475161,0.666851376669679,0.489805070352177,-0.634197254698354
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.761134635509494,0.755591316549239,0.83798332624057,0.845509201314838,0.632683779088025,0.814134303675564,0.57755698488567,0.809229621671406,0.472884291142898,0,-0.606696406564767,0,0,-0.689478291960747,-0.881218888329381,-0.689478291960747,-0.687308115475601,-0.745074333385699,0.689793732413538,0.739149631695184,0.504448133825544,-0.840544194153725
"SNAI1",0.569638939393262,0.57404193764644,0.551921890401282,0.472982445338749,0.342227643879883,0.48100386712975,0.309183728211962,0.519390930972102,0.201601311328326,0,-0.490640214495442,0,0,-0.530108966975187,-0.519287658142485,-0.530108966975187,-0.53151184813109,-0.432798216222864,0.399167463390502,0.43445194476036,0.402093475775027,-0.555913782409278
"miR9",-0.949057586375185,-0.746532473655343,-0.836449433823092,-0.542942209632116,-0.462759899843748,-0.778551891721911,-0.398839926971588,-0.617414912529065,-0.438007180749873,0,0.619523786484876,0,0,0.866066393295024,0.861698435340394,0.866066393295024,0.665256413549922,0.466679836303254,-0.401857596260485,-0.689868929952729,-0.443599964803741,0.737579818148761
"miR34a",-0.694057767070078,-0.789049378281863,-0.669403320735494,-0.781219524203303,-0.545969368062695,-0.660803632378624,-0.495696985501803,-0.741561463737777,-0.465746924719274,0,0.629380528659079,0,0,0.729612455270024,0.720493197610726,0.729612455270024,0.727630861768599,0.571259978331343,-0.52113894446789,-0.593395681692783,-0.524724879270724,0.673005688702215
"miR30c",-0.761500822064541,-0.650325713170635,-0.627773288765555,-0.632222826946975,-0.493305432743764,-0.631599758307185,-0.445649633930302,-0.69627882003376,-0.354649672669561,0,0.542868602255378,0,0,0.697678831751268,0.686909408821347,0.697678831751268,0.592850988389687,0.519703937732016,-0.472441981367328,-0.568552392731438,-0.459737621352275,0.632376128937472
"miR205",-0.931167705344947,-0.927913295339186,-0.815460069425756,-0.72219772810224,-0.535827381775726,-0.766547891860707,-0.473914962844493,-0.693987230117996,-0.499465409187731,0,0.795200348453751,0,0,0.85107148511476,0.845712994564309,0.85107148511476,0.849950112095552,0.540060364899882,-0.477567743262307,-0.681296450795313,-0.513106395902711,0.816766749221853
"miR200c",-0.931167705344947,-0.927913295339186,-0.815460069425756,-0.72219772810224,-0.535827381775726,-0.766547891860707,-0.473914962844493,-0.693987230117996,-0.499465409187731,0,0.795200348453751,0,0,0.85107148511476,0.845712994564309,0.85107148511476,0.849950112095552,0.540060364899882,-0.477567743262307,-0.681296450795313,-0.513106395902711,0.816766749221853
"miR200b",-0.881918082347922,-0.877602577150819,-0.762730460698092,-0.670466591272147,-0.555288520740899,-0.829647278477024,-0.499195885760422,-0.73481755993296,-0.493172687630468,0,0.738524592643698,0,0,0.80806528412058,0.800634280048318,0.80806528412058,0.806412261641091,0.562380853897143,-0.505603211384043,-0.751828812234624,-0.528117598653516,0.76433847792249
"miR200a",-0.881918082347922,-0.877602577150819,-0.762730460698092,-0.670466591272147,-0.555288520740899,-0.829647278477024,-0.499195885760422,-0.73481755993296,-0.493172687630468,0,0.738524592643698,0,0,0.80806528412058,0.800634280048318,0.80806528412058,0.806412261641091,0.562380853897143,-0.505603211384043,-0.751828812234624,-0.528117598653516,0.76433847792249
"miR141",-0.881918082347922,-0.877602577150819,-0.762730460698092,-0.670466591272147,-0.555288520740899,-0.829647278477024,-0.499195885760422,-0.73481755993296,-0.493172687630468,0,0.738524592643698,0,0,0.80806528412058,0.800634280048318,0.80806528412058,0.806412261641091,0.562380853897143,-0.505603211384043,-0.751828812234624,-0.528117598653516,0.76433847792249
"miR101",-0.779303071014523,-0.772082454542551,-0.644167578813333,-0.548336393836887,-0.414370989532751,-0.646628507397442,-0.365149491562022,-0.606580003554988,-0.374750829400079,0,0.595502504876814,0,0,0.715134173450959,0.703798311201095,0.715134173450959,0.712151784998593,0.499236618940331,-0.550230662415228,-0.580949418047684,-0.471033126321731,0.643906387125292
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.800878746468213,0.796708734654474,0.674465192438717,0.582093006320276,0.618444340706447,0.665277371409493,0.567561035526267,0.636276085010286,0.46972317363233,0,-0.645105490309462,0,0,-0.735780486083736,-0.725179643873355,-0.735780486083736,-0.734119232090217,-0.558826112193711,0.507944210883655,0.5966087175669,0.603814783857449,-0.676691407441474
"FOXC2",0.722501104955042,0.919141447345748,0.80576429339442,0.713328018602178,0.524726811326642,0.760816670346255,0.463742408160249,0.684130697823685,0.48475204405539,0,-0.784245458949121,0,0,-0.843876256481173,-0.83816629679883,-0.843876256481173,-0.842717296475907,-0.529897473809752,0.46847840507361,0.677158985715516,0.500623297278524,-0.807341067347423
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
