"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.34615718820937,0.220504562538332,0.41220655067454,0.177979005919792,0.149675966568347,0.207634197605601,0.134728123988925,0.196062039916752,0.134873909176876,0,-0.191443383886593,0,0,0.212635531399384,-0.419763577851685,-0.419335980846161,-0.204771300871391,-0.152948576534037,0.137809893493597,0.192964283361931,0.143289141307045,-0.414179498929584
"ZEB1",0.653814853944774,0.763289207622661,0.78864093529049,0.724899334671757,0.53330546670797,0.631511952803361,0.488882263410282,0.679529556711979,0.478000031359092,0,-0.764262196400466,0,0,-0.271735854255635,-0.815614803042187,-0.812049902494125,-0.816021383688989,-0.542976016607361,0.497797256845786,0.587395246680128,0.508894190685441,-0.794866832791782
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.651776059180289,0.660340689754183,0.581190999672799,0.618757270814867,0.596132428703209,0.437243620775123,0.55998707367012,0.667272579658442,0.41815243606153,0,-0.542622125887108,0,0,-0.0407458009516083,-0.619948574302976,-0.61806532930848,-0.621636303611825,-0.523202584231757,0.486358392897297,0.401013590272653,0.4598271900421,-0.689984067298666
"TWIST1",0.650652559239686,0.659597777178235,0.676398190483967,0.613717470965767,0.473524432009969,0.441519338527004,0.536874168880671,0.663041175468172,0.335102376874437,0,-0.536012615053947,0,0,-0.0618823909150035,-0.618427403853343,-0.61709777614434,-0.620814372153902,-0.503446947664649,0.466263027596727,0.4051876627704,0.539685127755908,-0.684351901751235
"TGFbeta",0.545795085372696,0.55330641142555,0.566142207750295,0.601198979503007,0.47337623884828,0.459863390306434,0.43769247816452,0.648418212653303,0.394327264240179,0,-0.521660753931989,0,0,-0.0448010371052267,-0.611667230901742,-0.512722710837806,-0.515784722361231,-0.494008431227549,0.457884768920771,0.524808218337666,0.45610257471445,-0.574311694841114
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.622207842832374,0.630055704637553,0.75281730503101,0.788294764948655,0.583058584261464,0.603716490103073,0.542487612011514,0.740103616116359,0.423153927959528,0,-0.521984733492071,0,0,-0.0350186454811504,-0.785356638414897,-0.583003750428052,-0.586247574741412,-0.700099339442492,0.658582373374628,0.562816458453984,0.457190406637638,-0.760016725241915
"SNAI1",0.467430056195206,0.482413926134967,0.488240272127325,0.429565292620151,0.30470887198381,0.32347947546097,0.281012290195183,0.468940629831816,0.16464813886309,0,-0.427314558476076,0,0,-0.0466819387670054,-0.447425838016628,-0.450009567684062,-0.455767436132618,-0.398900497595526,0.374265576030632,0.298496822597999,0.366898512669826,-0.495559559586047
"miR9",-0.430684553733749,-0.204771300871391,-0.395579718065021,-0.160328861676414,-0.134728123988925,-0.192964283361931,-0.118988448755579,-0.17977305317037,-0.124667489839382,0,0.175522366364579,0,0,-0.214271744406242,0.402219106918254,0.401901452379276,0.187177941637372,0.137809893493597,-0.121497836756008,-0.176399595637991,-0.129546370720429,0.297283914624514
