"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.91547084340313,0.807975597073836,0.898029284646643,0.607866574399666,0.519012129354316,0.856023731262881,0.45540296619396,0.681769226482758,0.4739648289209,0,-0.672132121659309,0,0,-0.936403261967081,-0.931223125976412,-0.936403261967081,-0.73363154381079,-0.522786436820924,0.459740706467216,0.773174148859838,0.499629155751486,-0.899898825865909
"ZEB1",0.787236870812538,0.878331739787299,0.866412132323968,0.777403195839356,0.583868413030512,0.834701993399749,0.524262153565595,0.748795401332337,0.528722921939633,0,-0.835691858625255,0,0,-0.911411727019229,-0.905320955444408,-0.911411727019229,-0.907914249896795,-0.588325109391394,0.529010385538512,0.756310456329763,0.560178176155452,-0.8686813576057
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.80699415364773,0.79542704070019,0.678968786519403,0.690358230444318,0.664325585471833,0.669608650793114,0.612847462250926,0.756368761759734,0.484689810270947,0,-0.634429651700344,0,0,-0.738497796466235,-0.73010805554026,-0.738497796466235,-0.733599753747581,-0.585458519326375,0.533935918999359,0.600957527498362,0.528238167617424,-0.78319854543123
"TWIST1",0.806575464660416,0.794745447855345,0.775040313448234,0.686064975398403,0.542454050729631,0.668835118110929,0.590573559794815,0.753071366898152,0.402384320510933,0,-0.628258621037143,0,0,-0.737883455330111,-0.729334862465871,-0.737883455330111,-0.732851117379967,-0.566495840322985,0.514711634928119,0.600090269798494,0.608633418379187,-0.778462073274923
"TGFbeta",0.651792610349103,0.64299998827153,0.62798797533708,0.643518161891083,0.514891626008143,0.628322431244959,0.467405112053018,0.704189190666976,0.436735310368242,0,-0.579109726376408,0,0,-0.590806205806378,-0.682108286015654,-0.590806205806378,-0.587126965609226,-0.531290571187398,0.48411842801025,0.666164301392853,0.498395316294844,-0.632847932377294
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.759515395928723,0.749333177707743,0.835767825681324,0.846450031307952,0.639421335455902,0.812913844125477,0.583448959650023,0.815178498313337,0.479813408514248,0,-0.600052120497656,0,0,-0.686486670991868,-0.879367790161588,-0.686486670991868,-0.682321476022502,-0.750946810708472,0.694955920822018,0.7383842357646,0.514024498681007,-0.83876713646788
"SNAI1",0.568391319055163,0.567599918925539,0.550077532263338,0.474208108299428,0.347604029943389,0.479531843046105,0.314223929393874,0.525264203037576,0.206830077605387,0,-0.484289586132561,0,0,-0.526876031006047,-0.517427388396096,-0.526876031006047,-0.525892952841008,-0.438001030963517,0.404076227735077,0.433293957507548,0.410421622928755,-0.554416819530246
"miR9",-0.939436703144822,-0.73363154381079,-0.825274017096632,-0.534962156459132,-0.45540296619396,-0.773174148859838,-0.393171890496749,-0.611493434858652,-0.428964271569434,0,0.60261729156699,0,0,0.857703341163551,0.853535845736439,0.857703341163551,0.655613837051991,0.459740706467216,-0.396430448443302,-0.686867461017946,-0.440191288776801,0.726870741706116
"miR34a",-0.691351875930599,-0.780698018204812,-0.665917893744999,-0.781060139733407,-0.551836870698153,-0.658272470139209,-0.501334212193171,-0.746375849602336,-0.471961491405036,0,0.620989709074696,0,0,0.725060666820641,0.717256619908009,0.725060666820641,0.720598798178433,0.576218274288047,-0.525843343447189,-0.591480131922072,-0.533573061964961,0.670020130180043
"miR30c",-0.761940772619736,-0.646813254133613,-0.627941453294519,-0.635830276618928,-0.503771457677213,-0.632520799978454,-0.455734186585373,-0.705268710341213,-0.365224567932574,0,0.539055660556054,0,0,0.696673282849635,0.687255241981216,0.696673282849635,0.590076213210214,0.528393382650097,-0.480627209959115,-0.569496346822267,-0.472160031720815,0.632947908294647
"miR205",-0.923875685271389,-0.916947852947186,-0.807121524291396,-0.71713423821176,-0.534726194549217,-0.76227553644933,-0.473879437202761,-0.692001235722529,-0.499552474679898,0,0.781268113298414,0,0,0.844207799230903,0.839360232039726,0.844207799230903,0.841595142602417,0.538849955419853,-0.477251714950645,-0.678833216893501,-0.516221694667896,0.808915811647453
"miR200c",-0.877858669537675,-0.868999146226891,-0.757885507292476,-0.669455669720315,-0.558801631690197,-0.827008117385637,-0.502931725502159,-0.739020627098302,-0.497136943397424,0,0.727449443772467,0,0,0.803191513267301,0.796923320454616,0.803191513267301,0.799581816620355,0.566036594817388,-0.50938107329479,-0.750193218107796,-0.536492016581586,0.759980450947399
"miR200b",-0.877858669537675,-0.868999146226891,-0.757885507292476,-0.669455669720315,-0.558801631690197,-0.827008117385637,-0.502931725502159,-0.739020627098302,-0.497136943397424,0,0.727449443772467,0,0,0.803191513267301,0.796923320454616,0.803191513267301,0.799581816620355,0.566036594817388,-0.50938107329479,-0.750193218107796,-0.536492016581586,0.759980450947399
"miR200a",-0.877858669537675,-0.868999146226891,-0.757885507292476,-0.669455669720315,-0.558801631690197,-0.827008117385637,-0.502931725502159,-0.739020627098302,-0.497136943397424,0,0.727449443772467,0,0,0.803191513267301,0.796923320454616,0.803191513267301,0.799581816620355,0.566036594817388,-0.50938107329479,-0.750193218107796,-0.536492016581586,0.759980450947399
"miR141",-0.852200104863841,-0.642356372288821,-0.730573459625539,-0.641024837981868,-0.513032762385027,-0.807085441062943,-0.460161174922945,-0.70758189242143,-0.446885773789971,0,0.594866344800292,0,0,0.780262527375147,0.772912337802172,0.780262527375147,0.576139211349826,0.527725124472841,-0.473922622774404,-0.733872994230617,-0.505695468762405,0.732638158140722
"miR101",-0.776906214287942,-0.763428656219964,-0.641090485157878,-0.549475710649854,-0.424198221881479,-0.644482256466286,-0.375055029648132,-0.614229994507842,-0.385207889445939,0,0.587297931745926,0,0,0.710604944281333,0.700893232685493,0.710604944281333,0.704794922088984,0.507442804114396,-0.558399442239214,-0.579380422001458,-0.48299079091818,0.641479698109045
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.798216200665925,0.788114310659456,0.670925284358553,0.582563014635648,0.625798512849473,0.662954904403675,0.574731496750633,0.642863009446334,0.477302132858564,0,-0.636109133295694,0,0,-0.731211889485616,-0.722058698613149,-0.731211889485616,-0.726942136993571,-0.56541489141686,0.514350353415257,0.594956948644923,0.614573668717352,-0.673721494997753
"FOXC2",0.715265078870631,0.907914249896795,0.797513293886798,0.708167548208516,0.524262153565595,0.756310456329763,0.464159377175616,0.682241047723541,0.485571811985072,0,-0.770103934896441,0,0,-0.83680057375671,-0.831677179378622,-0.83680057375671,-0.833997945324066,-0.529010385538512,0.468331922786343,0.674407772084292,0.504181086355008,-0.799585221645609
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
