"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200b",0.85099900321673,0.85099900321673,0.845543894396659,0.849869690814241,0.795180343217156,0.538957348370252,-0.497894657822052,-0.511336135216408,-0.534544802349424,-0.721691447100824,-0.69285071757706,-0.682531831591579,-0.927804398312598,-0.768293824038757,-0.931082699165235
"miR200c",0.807908640595017,0.807908640595017,0.800339465252206,0.806239455128975,0.738530459074391,0.560685373613011,-0.490932189856157,-0.525445467063702,-0.553295016966942,-0.669695797156849,-0.733232846014927,-0.753985462940742,-0.877426221814876,-0.832260097672223,-0.881775850306128
"miR200a",0.807908640595017,0.807908640595017,0.800339465252206,0.806239455128975,0.738530459074391,0.560685373613011,-0.490932189856157,-0.525445467063702,-0.553295016966942,-0.669695797156849,-0.733232846014927,-0.753985462940742,-0.877426221814876,-0.832260097672223,-0.881775850306128
"miR141",0.807908640595017,0.807908640595017,0.800339465252206,0.806239455128975,0.738530459074391,0.560685373613011,-0.490932189856157,-0.525445467063702,-0.553295016966942,-0.669695797156849,-0.733232846014927,-0.753985462940742,-0.877426221814876,-0.832260097672223,-0.881775850306128
"miR101",0.715084213012329,0.715084213012329,0.703684746127295,0.712088268363737,0.595647807569306,0.498298409628532,-0.373499999968216,-0.469430193447104,-0.413387898267346,-0.547889106278023,-0.605650078610051,-0.584914999124589,-0.772065932640637,-0.65102156238755,-0.779315946201864
"miR34a",0.728782986162704,0.728782986162704,0.719319344636962,0.726771729296186,0.628752568627478,0.567763864973329,-0.461538044580242,-0.519554517985707,-0.54183752742998,-0.779093105253887,-0.73797610401672,-0.59598063728129,-0.788103349934165,-0.663690757770305,-0.69317706045135
"SNAI1",-0.529308050215432,-0.529308050215432,-0.518244315435492,-0.530692400479253,-0.489987698325394,-0.430520855232305,0.199345584900955,0.398874343677421,0.339942527275868,0.471266797726184,0.516692680888903,0.438236503873706,0.57314303335507,0.484980061872564,0.56877984496907
"TGFbeta",-0.592196445568128,-0.592196445568128,-0.681863319689516,-0.59058437128565,-0.583772210142256,-0.521132539405357,0.424894195883334,0.482733824004861,0.503076248574693,0.639263949632986,0.693439747573054,0.56953630776232,0.647255443166016,0.532159199203901,0.651389895509615
"FOXC2",-0.843771127341822,-0.843771127341822,-0.837942134599584,-0.84260241570385,-0.784202687229643,-0.528620077853377,0.482997624318238,0.498580001447146,0.523251085462289,0.712704283122715,0.682804326389296,0.678544436304324,0.918989930543581,0.762704121329275,0.722378826686544
"SNAI2",-0.690563595912102,-0.690563595912102,-0.881988528195404,-0.688295287058295,-0.608219798921923,-0.740047093345007,0.463065022294694,0.492942939319861,0.622034777945166,0.844615988311284,0.807044101657699,0.542079505272503,0.75699916412053,0.61796281826599,0.762733641338183
"ZEB1",-0.920542849438288,-0.920542849438288,-0.913524757682452,-0.918989930543581,-0.852479336681535,-0.588034717942308,0.526521806146311,0.5539192140584,0.582769765714593,0.783511676118824,0.749970147032274,0.762704121329275,0.892058581929334,0.843521998809119,0.79634890280869
"GSC",-0.735632245301531,-0.735632245301531,-0.72492402126788,-0.733955428490658,-0.645147762408788,-0.557531821496515,0.468056408987971,0.601756645605623,0.617046325624887,0.58143310022518,0.634966350562532,0.600201307817896,0.796571366828534,0.669312391632333,0.800774907008574
"TWIST2",-0.741774653288934,-0.741774653288934,-0.731767502333242,-0.739196335495049,-0.642006175139963,-0.576236124899843,0.473578981177929,0.513536074861965,0.653639383728453,0.687911454114265,0.747119210743987,0.605063535047277,0.802293401117127,0.674640968593804,0.808629079490048
"TWIST1",-0.741715710644079,-0.741715710644079,-0.731559827788267,-0.739153165849783,-0.636343815670019,-0.557152907801436,0.39000023939446,0.59397414018473,0.530947993521611,0.684218412303146,0.744496234997034,0.604556917672474,0.802428411991645,0.674348127427716,0.808722973742775
"ZEB2",-0.947620443619645,-0.947620443619645,-0.941945764139608,-0.746455521886169,-0.692353169662311,-0.529505871595702,0.482478205283891,0.501488576680402,0.525739328784326,0.617820281754802,0.688050999855928,0.779886135348701,0.82420558835112,0.865851850680676,0.927722799139978
