"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.734498888344243,0.62039602951759,0.681865402652074,0.391591326200389,0.20709812500258,0.73266991537338,0.185672093708128,0.43224219738117,-0.0282596587315235,0,-0.417171738217896,0,0,-0.784876903086156,-0.769501645908492,-0.784876903086156,-0.578893722755567,-0.184206342979678,0.162066460136852,0.680957325938154,0.156861268885655,-0.681342146138662
"ZEB1",0.655003154403713,0.745403752449663,0.711935174028767,0.630910940427526,0.353007632865756,0.749693299128973,0.329000822423077,0.57554736191986,0.158743035056688,0,-0.656992071110065,0,0,-0.804495197604035,-0.791360162686918,-0.804495197604035,-0.800663836763398,-0.353729501361124,0.329139220867683,0.694110728267114,0.30450064033592,-0.714795053674932
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.738525711797746,0.729213834750623,0.598036243080909,0.615199785845734,0.520763839502537,0.634267305425322,0.493265056495708,0.6607299147527,0.240381923743752,0,-0.539143618011622,0,0,-0.688583004368082,-0.675429033163721,-0.688583004368082,-0.684967623262395,-0.445521957859892,0.418976700542997,0.579034066221442,0.365763112088132,-0.703540468259422
"TWIST1",0.734279392981841,0.72479450190339,0.689537580307439,0.606204731103517,0.392702472983995,0.630792662505038,0.464674157477219,0.652511396689833,0.148054376846477,0,-0.52759014243365,0,0,-0.684708996124176,-0.6712006095726,-0.684708996124176,-0.681018914179793,-0.420043278047444,0.393296301955699,0.576080599624062,0.43992567261905,-0.694173268466138
"TGFbeta",0.140628531261379,0.123508035082183,0.120559782304874,0.175240558737214,0.138603497560763,0.206623753868277,0.132549366506632,0.213013509426444,0.0144035586850313,0,-0.0292404590187185,0,0,-0.120472279872948,-0.216917191353977,-0.120472279872948,-0.113141525193852,-0.109202635601893,0.103251387088219,0.293776105936419,0.102747405618013,-0.125156544456804
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.680598473997355,0.671702029728059,0.742957342182952,0.760064381779519,0.479590940337193,0.769421203132927,0.453505893421641,0.706823795672705,0.218270853284346,0,-0.489029835252322,0,0,-0.627330442761787,-0.815161035850523,-0.627330442761787,-0.623860769349664,-0.597428762423544,0.570853341836147,0.709997045469143,0.337013888503212,-0.747422017685029
"SNAI1",0.522442660346702,0.524863352501319,0.49608212808375,0.424198586938464,0.250166801584066,0.456711749356867,0.233105299639906,0.460896343933059,0.0412521873529037,0,-0.421755288725631,0,0,-0.494246556019326,-0.481368353121705,-0.494246556019326,-0.494952941837158,-0.343096387913377,0.326072088409913,0.419464373235251,0.298865361693078,-0.501336455833618
"miR9",-0.791881817525512,-0.578893722755567,-0.643436710472179,-0.351575590559161,-0.185672093708128,-0.680957325938154,-0.153719657958224,-0.39727385820853,0.0366964355040882,0,0.38399553969437,0,0,0.737898489131169,0.724044099603705,0.737898489131169,0.53278837914688,0.162066460136852,-0.132947919103417,-0.622697031577314,-0.138252988338514,0.543205752887855
