"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.881287960626628,0.776045141334844,0.859344838728623,0.570790756313741,0.448876843319368,0.835717897608688,0.392191210317945,0.636081819293529,0.356232930396636,0,-0.62999003612896,0,0,-0.909930605723442,-0.902613148665131,-0.909930605723442,-0.708133768774114,-0.452027869488299,0.396928709349969,0.75846108530849,0.422685554790781,-0.861291761848648
"ZEB1",0.767164668398437,0.862039661299227,0.843708930664134,0.756348339145308,0.538701297806138,0.824689144373569,0.484564252582409,0.720985163908234,0.449253534072818,0,-0.812410775143441,0,0,-0.897490703100604,-0.889903454524204,-0.897490703100604,-0.895685954652878,-0.543821058032486,0.490712166852565,0.749409855871425,0.508069819426903,-0.846170682097621
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.798527825938659,0.791880146738021,0.669180299241675,0.681643649825543,0.638529984237181,0.668208204105853,0.5931170617432,0.74243191606262,0.436955542256001,0,-0.624366727185163,0,0,-0.73512640436486,-0.725601732890293,-0.73512640436486,-0.732444707552101,-0.560632377405705,0.514987051248457,0.601258394534076,0.498198089573961,-0.773476673320868
"TWIST1",0.797605429959217,0.790964446907136,0.764699842172228,0.67681348681947,0.515351151122792,0.667257180104911,0.569867815978342,0.738429022959639,0.352810252939117,0,-0.617557341094539,0,0,-0.734260211068295,-0.724527917283861,-0.734260211068295,-0.731567221724797,-0.540369544247111,0.494697762879062,0.600364601771043,0.577105219544662,-0.768182824516089
"TGFbeta",0.544635101975344,0.540640216494512,0.518337758801507,0.537648994767252,0.377760885644413,0.547458056236708,0.341406109815953,0.588780916918274,0.26101892179191,0,-0.452479643388237,0,0,-0.498172115051223,-0.587071925512869,-0.498172115051223,-0.49661855410029,-0.398840508529382,0.363347048362914,0.597548396302528,0.372234648936071,-0.524598048609751
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.74790876289545,0.741884191845871,0.822487978164125,0.8342427054363,0.609802607164128,0.808905853124404,0.55864668781895,0.797650636832624,0.425234380151466,0,-0.586183370644078,0,0,-0.679894176912672,-0.871621949735728,-0.679894176912672,-0.677622376635724,-0.722388705219867,0.671737626425075,0.736144598451886,0.479327750851449,-0.825694061892236
"SNAI1",0.563887396497144,0.568023392720464,0.544863336433558,0.469538766707757,0.330969655192429,0.480300285642772,0.301371325045485,0.516830581699483,0.174998417673656,0,-0.479762554295984,0,0,-0.526437832354108,-0.516013971587334,-0.526437832354108,-0.527752089748992,-0.421914295076535,0.391706160089059,0.4350085960118,0.390743039979894,-0.549245924636276
"miR9",-0.912052125548894,-0.708133768774114,-0.793892625023764,-0.505912707533253,-0.392191210317945,-0.75846108530849,-0.342977554775176,-0.573637667707274,-0.324470534716714,0,0.566901892395081,0,0,0.837953342410514,0.831842930436633,0.837953342410514,0.636450436502285,0.396928709349969,-0.345439347647841,-0.678305636325523,-0.371836385599557,0.6954406004185
