"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.915848769542853,0.812159827272445,0.898674951560655,0.608129782989938,0.518870694699962,0.857321938613753,0.455236053805515,0.681787575862151,0.473660588883023,0,-0.673091311571998,0,0,-0.938098957580173,-0.9324831599026,-0.938098957580173,-0.736725664727765,-0.522641475373776,0.4595892063907,0.773807415087339,0.49947835664406,-0.900495902021818
"ZEB1",0.78780938780438,0.883441090694345,0.867325408157384,0.777795549530168,0.583719836100503,0.836497568098707,0.524058016920917,0.748909317573961,0.528420758059141,0,-0.836984705158453,0,0,-0.913715854380906,-0.907037285928876,-0.913715854380906,-0.911984444691871,-0.58816376046153,0.528816700044299,0.75748356051415,0.560000633024666,-0.869525601339791
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.808068230520629,0.802449563462196,0.680467268886934,0.691164350101602,0.664320607559934,0.67256180605006,0.612615948061726,0.756735550505258,0.484417044408717,0,-0.636719527540969,0,0,-0.742013507695937,-0.732728141198352,-0.742013507695937,-0.739602345014908,-0.585383630667559,0.533666047503948,0.603175971159295,0.528148879339898,-0.784606919346402
"TWIST1",0.807770660931488,0.802153404793881,0.776710816595179,0.687098095844187,0.542575298328587,0.67202281176274,0.590411722484555,0.753524254832983,0.402184479804322,0,-0.631092480970316,0,0,-0.741582400198687,-0.732077846403935,-0.741582400198687,-0.73917163785663,-0.566521299353593,0.514492461446217,0.602410273669575,0.608639248870286,-0.780051862021648
"TGFbeta",0.652099990615971,0.648891481760517,0.628602232172666,0.643499523729779,0.514306211203025,0.630581953747994,0.466582455196836,0.703759146880058,0.435849925014602,0,-0.580386396940435,0,0,-0.593383412772477,-0.68383585587226,-0.593383412772477,-0.592066438368309,-0.530617600515538,0.48326203603181,0.667661253703119,0.497740128607254,-0.63343688796743
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.760207260469671,0.755096034037442,0.836868393403787,0.846913563119769,0.639244266008244,0.815045588166067,0.58321219759563,0.815346483850374,0.479516947528793,0,-0.601673483721471,0,0,-0.689252496799209,-0.881408241100496,-0.689252496799209,-0.687127147372484,-0.750740417918702,0.694708671886956,0.740023050523409,0.513796429770529,-0.839788543721258
"SNAI1",0.564730142604967,0.565709899204246,0.546490674397801,0.470628709287721,0.344222377597309,0.476097300098192,0.311380765113563,0.521465840139553,0.203726014322262,0,-0.482257292943412,0,0,-0.523605623677352,-0.514103342658384,-0.523605623677352,-0.52395308721918,-0.434582283977104,0.401131253028106,0.430339482232388,0.407055442222303,-0.551333154485989
"miR9",-0.93955456471865,-0.736725664727765,-0.825736931446913,-0.53500772731542,-0.455236053805515,-0.773807415087339,-0.393082578514233,-0.611441075515651,-0.428714856553105,0,0.60329576780001,0,0,0.858968726170274,0.854467359078831,0.858968726170274,0.657952686438938,0.4595892063907,-0.396356242840779,-0.687261302971607,-0.440019686602195,0.727301952363463
"miR34a",-0.657204564130051,-0.651927816210242,-0.635178062883955,-0.75037288455946,-0.521900716528636,-0.633674936092271,-0.473695106122743,-0.712891291548324,-0.442986139369092,0,0.583592215164677,0,0,0.596776265280617,0.688391972021585,0.596776265280617,0.594538479482763,0.548174038591415,-0.500338537408248,-0.570116046792534,-0.503834981546331,0.640494588205444
"miR30c",-0.762613183734792,-0.653581888209786,-0.629046301846984,-0.636296622952442,-0.503456503123772,-0.635369136532711,-0.455110892835124,-0.705097936390767,-0.364565496386058,0,0.54142550816642,0,0,0.699904174058991,0.689444670854136,0.699904174058991,0.59582285590038,0.527948921468286,-0.479929832005366,-0.571455985087575,-0.471728599850058,0.63401089586604
"miR205",-0.924126401668827,-0.920729571193898,-0.807726768854599,-0.717278794865922,-0.53454377163488,-0.763285996040864,-0.473739562690874,-0.691983686507806,-0.499267627375949,0,0.78213839911161,0,0,0.84582570309463,0.840552669472314,0.84582570309463,0.844539812291196,0.538679237602725,-0.47712937836432,-0.679458673728911,-0.516033141722245,0.809475943831473
"miR200c",-0.878469512834953,-0.874167352326777,-0.758948412923895,-0.669884122346544,-0.558665330489014,-0.828768959814149,-0.502788132205337,-0.739219235401121,-0.496921050610233,0,0.729008865360018,0,0,0.805685553711186,0.798818005919501,0.805685553711186,0.803921194435951,0.565882965337699,-0.509226072443947,-0.751599625357535,-0.536293996138187,0.760970153154209
"miR200b",-0.878469512834953,-0.874167352326777,-0.758948412923895,-0.669884122346544,-0.558665330489014,-0.828768959814149,-0.502788132205337,-0.739219235401121,-0.496921050610233,0,0.729008865360018,0,0,0.805685553711186,0.798818005919501,0.805685553711186,0.803921194435951,0.565882965337699,-0.509226072443947,-0.751599625357535,-0.536293996138187,0.760970153154209
"miR200a",-0.878469512834953,-0.874167352326777,-0.758948412923895,-0.669884122346544,-0.558665330489014,-0.828768959814149,-0.502788132205337,-0.739219235401121,-0.496921050610233,0,0.729008865360018,0,0,0.805685553711186,0.798818005919501,0.805685553711186,0.803921194435951,0.565882965337699,-0.509226072443947,-0.751599625357535,-0.536293996138187,0.760970153154209
"miR141",-0.878469512834953,-0.874167352326777,-0.758948412923895,-0.669884122346544,-0.558665330489014,-0.828768959814149,-0.502788132205337,-0.739219235401121,-0.496921050610233,0,0.729008865360018,0,0,0.805685553711186,0.798818005919501,0.805685553711186,0.803921194435951,0.565882965337699,-0.509226072443947,-0.751599625357535,-0.536293996138187,0.760970153154209
"miR101",-0.777902145883914,-0.770845364713524,-0.642516522865022,-0.550280974349551,-0.424132647445091,-0.647657846545317,-0.374686901230239,-0.614424130165233,-0.384804020048018,0,0.590078907712489,0,0,0.714275131710765,0.703465611585174,0.714275131710765,0.711170154466347,0.507259013700611,-0.557956779073671,-0.581696475677277,-0.48281768856232,0.64283998414142
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.799303205314202,0.795129154519848,0.672370360930743,0.583352360877093,0.625812951258203,0.665871411732842,0.574505350729359,0.643258860003924,0.47703313139954,0,-0.638406508860543,0,0,-0.734699918483429,-0.724645760634353,-0.734699918483429,-0.732931324083549,-0.565350826012919,0.5140776822832,0.59714679818616,0.614501285629694,-0.675084378035943
"FOXC2",0.715558285749984,0.911984444691871,0.798157254237565,0.708335575238303,0.524058016920917,0.75748356051415,0.463982769109616,0.682218039886563,0.485252642691071,0,-0.771023847131031,0,0,-0.838560845900306,-0.83296663697521,-0.838560845900306,-0.837194138416086,-0.528816700044299,0.468175550081376,0.675124873356036,0.503970814368621,-0.800179688643733
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
