"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.819056339924005,0.819056339924005,0.813319940697981,0.817494557790865,0.756398844585737,0.581583120449462,-0.475983844880659,-0.547991734470809,-0.572511481257641,-0.688513339866807,-0.761501388610184,-0.757451743687306,-0.892784665537162,-0.83835531604572,-0.89675840270431
"miR200b",0.819056339924005,0.819056339924005,0.813319940697981,0.817494557790865,0.756398844585737,0.581583120449462,-0.475983844880659,-0.547991734470809,-0.572511481257641,-0.688513339866807,-0.761501388610184,-0.757451743687306,-0.892784665537162,-0.83835531604572,-0.89675840270431
"miR200a",0.819056339924005,0.819056339924005,0.813319940697981,0.817494557790865,0.756398844585737,0.581583120449462,-0.475983844880659,-0.547991734470809,-0.572511481257641,-0.688513339866807,-0.761501388610184,-0.757451743687306,-0.892784665537162,-0.83835531604572,-0.89675840270431
"miR141",0.819056339924005,0.819056339924005,0.813319940697981,0.817494557790865,0.756398844585737,0.581583120449462,-0.475983844880659,-0.547991734470809,-0.572511481257641,-0.688513339866807,-0.761501388610184,-0.757451743687306,-0.892784665537162,-0.83835531604572,-0.89675840270431
"miR34a",0.819560947276415,0.819560947276415,0.813783101570286,0.817920009185137,0.75527848246579,0.698390633694387,-0.517722217018475,-0.556701727234067,-0.689957023887337,-0.888201381509088,-0.86178961160921,-0.65819412197979,-0.893072767720076,-0.739155985102599,-0.797327442475985
"miR101",0.728514486577003,0.728514486577003,0.71918248512577,0.725511021426172,0.61803686457927,0.52806747071255,-0.408208682893245,-0.494228663855912,-0.453040853781922,-0.570068448281607,-0.637156251666632,-0.588641868167962,-0.789824259777336,-0.657841339438977,-0.796955735845685
"SNAI1",-0.540517814226192,-0.540517814226192,-0.531091974227459,-0.541799430560429,-0.508152625428393,-0.454315520891211,0.21916049201111,0.422210194808771,0.370821594199913,0.488831028060035,0.541364712316886,0.44027471728292,0.58776351530713,0.48986743226025,0.583695787933635
"TGFbeta",-0.603156998135623,-0.603156998135623,-0.694673411454712,-0.601524899012185,-0.600967198091972,-0.546182198823963,0.440693599542059,0.510358326715655,0.531605192037831,0.657344909464985,0.720436302494117,0.671745000155931,0.66206804028267,0.637073642113045,0.666136560032575
"FOXC2",-0.863951061089772,-0.863951061089772,-0.860159703962244,-0.863116463574892,-0.81777141065921,-0.571850909700077,0.424560366471615,0.446396374620293,0.56629377872413,0.743333285509495,0.722738248493843,0.688339381037625,0.94528362750774,0.776711474060881,0.747753172182539
"SNAI2",-0.697167314797944,-0.697167314797944,-0.890340460536882,-0.695003433112586,-0.620816288018414,-0.764195928843727,0.479727419361843,0.523819444909681,0.654543240210456,0.858785694953288,0.830298901278088,0.74240229257494,0.76690555542424,0.820166748818458,0.772415112297462
"GSC",-0.748381042957253,-0.748381042957253,-0.739587054783275,-0.746738223082556,-0.665154860725697,-0.583877757831224,0.479903297322477,0.623619544967875,0.647953563087137,0.601779675110429,0.664897169203163,0.60353668917271,0.813623643016447,0.675706815205571,0.817668485138789
"TWIST2",-0.753896814263849,-0.753896814263849,-0.745862315562141,-0.751343870039657,-0.661177608905791,-0.603837522896916,0.491685124951416,0.54215283342247,0.685584873210373,0.707955593150904,0.776803498990827,0.60840895613976,0.818565257972002,0.680830683372898,0.824728589077839
"TWIST1",-0.754493618498399,-0.754493618498399,-0.746350581363874,-0.751951209762383,-0.65714499151175,-0.587327350173837,0.419521772854139,0.626085960046545,0.568218490601589,0.70533492572602,0.775103640242547,0.608354496247138,0.819442476559744,0.681042545238849,0.825556907287227
"ZEB1",-0.946421909008436,-0.946421909008436,-0.941738651330665,-0.94528362750774,-0.892858043940786,-0.639629170191866,0.471971635771796,0.510373878062453,0.634935321230703,0.820678330840571,0.797778738365829,0.776711474060881,0.924599227442805,0.862582542363506,0.827999240572903
"ZEB2",-0.946383692079435,-0.946383692079435,-0.941626992113705,-0.745164466124324,-0.692808832833103,-0.535137341070213,0.465803420761529,0.510207619955805,0.532031989358687,0.620203951751539,0.697165430116422,0.776524602376837,0.824535741348246,0.862494525925523,0.928133041805946
