"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.808508990465861,0.808508990465861,0.802100993391158,0.80693136209234,0.737909987790165,0.569808322496576,-0.502246901577074,-0.539930139798292,-0.562922459667222,-0.67488297852567,-0.743912521354509,-0.753000026574087,-0.878236160670539,-0.831064219032011,-0.882333393179466
"miR200b",0.808508990465861,0.808508990465861,0.802100993391158,0.80693136209234,0.737909987790165,0.569808322496576,-0.502246901577074,-0.539930139798292,-0.562922459667222,-0.67488297852567,-0.743912521354509,-0.753000026574087,-0.878236160670539,-0.831064219032011,-0.882333393179466
"miR200a",0.808508990465861,0.808508990465861,0.802100993391158,0.80693136209234,0.737909987790165,0.569808322496576,-0.502246901577074,-0.539930139798292,-0.562922459667222,-0.67488297852567,-0.743912521354509,-0.753000026574087,-0.878236160670539,-0.831064219032011,-0.882333393179466
"miR141",0.808508990465861,0.808508990465861,0.802100993391158,0.80693136209234,0.737909987790165,0.569808322496576,-0.502246901577074,-0.539930139798292,-0.562922459667222,-0.67488297852567,-0.743912521354509,-0.753000026574087,-0.878236160670539,-0.831064219032011,-0.882333393179466
"miR101",0.718027373443719,0.718027373443719,0.708057535153091,0.715116183691299,0.598369739333192,0.511725244078645,-0.390498609745475,-0.486972540466455,-0.428719991732172,-0.555947328316328,-0.620073226906256,-0.584157540851514,-0.775666107483481,-0.650640061655891,-0.78269432333865
"miR34a",0.731363704994715,0.731363704994715,0.723229143878078,0.729435479260678,0.631025757128321,0.579776424329844,-0.476547811729258,-0.536901889249463,-0.555645619068969,-0.786554743252832,-0.751272579918045,-0.595338617778026,-0.791340331036863,-0.663391670557775,-0.696201813630352
"SNAI1",-0.532765481285531,-0.532765481285531,-0.522956566058193,-0.534215490556171,-0.493292882558337,-0.441176256128344,0.210665306322725,0.413365136407007,0.351027934709983,0.479151071492299,0.529588904580338,0.437213335765496,0.577324716588396,0.484484383294669,0.572805783232518
"TGFbeta",-0.595233377759615,-0.595233377759615,-0.686268115216897,-0.59369899368767,-0.586718022009584,-0.533521882041742,0.439886145622521,0.500461884756816,0.517330365084793,0.64727079687609,0.70740558566832,0.668699531012341,0.651072020492687,0.63183917094265,0.655011158712723
"FOXC2",-0.84245611375939,-0.84245611375939,-0.837343396504676,-0.841334123371343,-0.781298080848055,-0.53420437703551,0.492585114523221,0.509074832342637,0.529836091387844,0.714446208409903,0.688472017639182,0.677050032493472,0.91740870608618,0.760456242710996,0.720625656399117
"SNAI2",-0.690782614334739,-0.690782614334739,-0.883471001031252,-0.688678099823984,-0.607906713816174,-0.753323337274762,0.483230562849143,0.516230034937397,0.64201338478736,0.850306497936951,0.818546369562573,0.740626896510579,0.757381650331893,0.816231436871721,0.762776907322122
"ZEB1",-0.918881489528436,-0.918881489528436,-0.912773333398059,-0.91740870608618,-0.849192075520929,-0.594911594971922,0.537027599266951,0.566394181459626,0.590864229269438,0.785530323027624,0.75668311012688,0.760456242710996,0.89016614619686,0.840608523727056,0.794279237717326
"GSC",-0.737992377922205,-0.737992377922205,-0.72857652444623,-0.736396603382854,-0.646953255375924,-0.569344561444164,0.482312011053187,0.618226843797908,0.629997138783992,0.58860515671559,0.648199623228106,0.599156885014827,0.799478545786832,0.668510451598415,0.803484387342519
"TWIST1",-0.744141224168613,-0.744141224168613,-0.735348881926883,-0.74166398226508,-0.638330033332316,-0.570162623472491,0.407115412469147,0.612053951084475,0.546357234043657,0.691628211521502,0.758078605521396,0.603889064014357,0.80539689245298,0.673904303026227,0.811467774927771
"TWIST2",-0.744263406781195,-0.744263406781195,-0.73563300129453,-0.741777312316952,-0.64399021447215,-0.588804326988423,0.489079826354439,0.531347584466172,0.667912076146812,0.695519681954185,0.760959773098718,0.604395714321245,0.805372858451922,0.674242975606876,0.81147532369176
"ZEB2",-0.939833455018592,-0.939833455018592,-0.93456200616289,-0.738634754326986,-0.679711258814372,-0.525118516472535,0.477518824887701,0.50178945321177,0.521561722496392,0.611436961715494,0.684921958401101,0.774588777454329,0.814713109583268,0.858467602237401,0.918308906147763
