"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.913291831940167,0.796803088328065,0.895040844812894,0.60618612210382,0.518832068107503,0.850797647578318,0.455478583043491,0.680700898012667,0.474298911725469,0,-0.668558797270071,0,0,-0.930028899865309,-0.92621049499457,-0.930028899865309,-0.723454028202947,-0.522674361792173,0.459825889775799,0.76861618921327,0.22575295274496,-0.897058455885164
"ZEB1",0.790769010176149,0.87686946021643,0.870012218097999,0.781878518965573,0.589001497271658,0.835194028070189,0.52874401474582,0.753760643594448,0.534782107524929,0,-0.841117650941108,0,0,-0.911793444552406,-0.906776180286656,-0.911793444552406,-0.90639430569973,-0.593249228733794,0.53325776085367,0.756341894216455,0.354915672168318,-0.872258182175989
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.810139862240056,0.798274733353495,0.682684441295218,0.694104973112156,0.667377066452411,0.671954470612382,0.615238447640985,0.75996152610206,0.488268516360992,0,-0.640142332767973,0,0,-0.741067098188941,-0.732985822104679,-0.741067098188941,-0.736457566975602,-0.588346677491187,0.536151087445919,0.603130371963205,0.390098595718791,-0.786785281886974
"TWIST1",0.809998090448641,0.797873505894556,0.779044832063136,0.690071530773284,0.545751435821299,0.671396645406387,0.593214062146648,0.756974410486489,0.406223543003495,0,-0.634214973418724,0,0,-0.740709648296056,-0.732502425636826,-0.740709648296056,-0.735979411521716,-0.569642895762626,0.517176395621121,0.602482892866552,0.465881514376799,-0.782343683347602
"TGFbeta",0.635848926758179,0.607858929227418,0.610388941308203,0.628160515463143,0.504455011453369,0.606316483136847,0.458398631186463,0.690510059186177,0.427707398726246,0,-0.557451941850074,0,0,-0.566206179705455,-0.660786216855413,-0.566206179705455,-0.554499595164056,-0.521389779975869,0.475691206848639,0.646608152492206,0.286240872765628,-0.616103929989089
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.761160580691609,0.749451119431638,0.83766822180063,0.848613044639827,0.641281183536512,0.813606932791641,0.584726981100896,0.817259282498485,0.482206397368608,0,-0.603444441037289,0,0,-0.686995841240326,-0.880314982820077,-0.686995841240326,-0.682532703076728,-0.752680360819828,0.69611095993905,0.738856062441705,0.365140712875136,-0.840588168700589
"SNAI1",0.57187852140445,0.572458848426367,0.554178216403976,0.478170518252948,0.350651487964159,0.482905984305411,0.316594059057599,0.528891424036624,0.210099753307025,0,-0.490636700263483,0,0,-0.530558078548194,-0.521125948742362,-0.530558078548194,-0.530549711427022,-0.440854309503282,0.406269627418124,0.436326443221443,0.315734818042244,-0.558427020515284
"miR9",-0.937705595846369,-0.723454028202947,-0.822995608868973,-0.533503195274551,-0.455478583043491,-0.76861618921327,-0.393453266587795,-0.610870291474786,-0.429429004999893,0,0.599751539420742,0,0,0.852583785491489,0.849553608876837,0.852583785491489,0.647032144246511,0.459825889775799,-0.396725585824431,-0.683995716251471,-0.191630121568976,0.724733335221414
"miR34a",-0.695153754373926,-0.785261343435333,-0.670397233683901,-0.785444040050407,-0.555252958888725,-0.661571011588441,-0.503987689613469,-0.75050065689913,-0.475911689156504,0,0.627809636635941,0,0,0.728709512938312,0.72104106940293,0.728709512938312,0.724974851312451,0.579442696053395,-0.52828854019762,-0.594368599215931,-0.410289674687616,0.674298983310018
"miR30c",-0.763331802749473,-0.647209283420002,-0.629629041075586,-0.637628148686625,-0.505273422189183,-0.633203465694997,-0.456822330408604,-0.707018255699691,-0.367193306536016,0,0.542097651624121,0,0,0.697367177908326,0.688240728552784,0.697367177908326,0.590733583053691,0.52979030626417,-0.481601626354956,-0.570290558522646,-0.347354002985088,0.634588594001397
"miR205",-0.924861905967881,-0.912121072100863,-0.808119406020166,-0.718754385458372,-0.537498921227446,-0.760496945119764,-0.476348887051096,-0.694345893079989,-0.50320036482676,0,0.783111182693286,0,0,0.842428829801534,0.83855991813602,0.842428829801534,0.837581482491359,0.541488072288975,-0.479587821899856,-0.677834577547216,-0.31253225984343,0.809966223270557
"miR200c",-0.874869464439851,-0.855668871091399,-0.754358068855377,-0.667113391047289,-0.55843073727335,-0.819894958583425,-0.502847424757737,-0.737646788195696,-0.497652336373325,0,0.723691216602422,0,0,0.795497475794249,0.790925512584784,0.795497475794249,0.787583488982394,0.56567253232811,-0.509324094140693,-0.744470612273834,-0.272914385236387,0.756647167278489
"miR200b",-0.874869464439851,-0.855668871091399,-0.754358068855377,-0.667113391047289,-0.55843073727335,-0.819894958583425,-0.502847424757737,-0.737646788195696,-0.497652336373325,0,0.723691216602422,0,0,0.795497475794249,0.790925512584784,0.795497475794249,0.787583488982394,0.56567253232811,-0.509324094140693,-0.744470612273834,-0.272914385236387,0.756647167278489
"miR200a",-0.874869464439851,-0.855668871091399,-0.754358068855377,-0.667113391047289,-0.55843073727335,-0.819894958583425,-0.502847424757737,-0.737646788195696,-0.497652336373325,0,0.723691216602422,0,0,0.795497475794249,0.790925512584784,0.795497475794249,0.787583488982394,0.56567253232811,-0.509324094140693,-0.744470612273834,-0.272914385236387,0.756647167278489
"miR141",-0.874869464439851,-0.855668871091399,-0.754358068855377,-0.667113391047289,-0.55843073727335,-0.819894958583425,-0.502847424757737,-0.737646788195696,-0.497652336373325,0,0.723691216602422,0,0,0.795497475794249,0.790925512584784,0.795497475794249,0.787583488982394,0.56567253232811,-0.509324094140693,-0.744470612273834,-0.272914385236387,0.756647167278489
"miR101",-0.781099124425035,-0.76786227130423,-0.645985566806124,-0.554258220593492,-0.428043490601306,-0.647933432657905,-0.378209949619709,-0.618866614772569,-0.389530174146839,0,0.594042584169251,0,0,0.714403607578703,0.705045696562736,0.714403607578703,0.709146108768471,0.5111435082226,-0.561373370952462,-0.582610327043802,-0.339874088007011,0.646232903035996
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
