"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.798089580248602,0.798089580248602,0.787954846029947,0.796629669911644,0.724706486072713,0.560649274641044,-0.49014211487963,-0.528663867360805,-0.553117012045221,-0.665278409786473,-0.732071317355626,-0.74751323841699,-0.864993978608758,-0.823264080282941,-0.86883455890432
"miR200b",0.798089580248602,0.798089580248602,0.787954846029947,0.796629669911644,0.724706486072713,0.560649274641044,-0.49014211487963,-0.528663867360805,-0.553117012045221,-0.665278409786473,-0.732071317355626,-0.74751323841699,-0.864993978608758,-0.823264080282941,-0.86883455890432
"miR200a",0.798089580248602,0.798089580248602,0.787954846029947,0.796629669911644,0.724706486072713,0.560649274641044,-0.49014211487963,-0.528663867360805,-0.553117012045221,-0.665278409786473,-0.732071317355626,-0.74751323841699,-0.864993978608758,-0.823264080282941,-0.86883455890432
"miR141",0.798089580248602,0.798089580248602,0.787954846029947,0.796629669911644,0.724706486072713,0.560649274641044,-0.49014211487963,-0.528663867360805,-0.553117012045221,-0.665278409786473,-0.732071317355626,-0.74751323841699,-0.864993978608758,-0.823264080282941,-0.86883455890432
"miR101",0.702490617999477,0.702490617999477,0.686358064573505,0.699907956443898,0.582489991586858,0.499380867464421,-0.374777160345772,-0.472967837904514,-0.415037616214528,-0.54340147281303,-0.604805972253397,-0.574356642084426,-0.757221205752229,-0.638107189404123,-0.763558090845978
"miR34a",0.718234413683513,0.718234413683513,0.705712409094329,0.716646433012909,0.617117752872226,0.56952443459506,-0.463233180857041,-0.524459541481598,-0.544137757360629,-0.775992773021023,-0.738394966020271,-0.587448176727873,-0.775543087732145,-0.653006996760819,-0.679655531191179
"SNAI1",-0.52025779676866,-0.52025779676866,-0.502506285642404,-0.521929485562914,-0.480405548679536,-0.432178994748226,0.20020845135039,0.402922879557385,0.341347323267408,0.469317397355318,0.517942869431566,0.428487400363781,0.562610929673055,0.473610209714247,0.557634143404803
"TGFbeta",-0.585854696162116,-0.585854696162116,-0.671610479241073,-0.584500295952801,-0.576477905081083,-0.526527853032572,0.430602302942912,0.491906130349853,0.509675655534526,0.639890514020005,0.698180704850229,0.663377516317284,0.639383423743614,0.624520398501381,0.642969214226666
"FOXC2",-0.833073498046116,-0.833073498046116,-0.624646726538989,-0.832102046178459,-0.768679908323061,-0.524508464194404,0.477602980763916,0.496364759248965,0.518988646437243,0.705457366785543,0.677269100962594,0.672608769362243,0.905176593766625,0.753730858282497,0.708079449876625
"SNAI2",-0.681848232392882,-0.681848232392882,-0.870580899635164,-0.679892895439974,-0.597569232836449,-0.745917814149393,0.473142170721561,0.507070261992018,0.633714306441711,0.842985931182902,0.809137267869321,0.736117126438198,0.745883729931404,0.809568764640682,0.750952453052112
"ZEB1",-0.906494399809849,-0.906494399809849,-0.69659965126516,-0.905176593766625,-0.833370511999837,-0.582457081506216,0.519767552306962,0.550656266831096,0.57702341275347,0.773781391171335,0.742486690772132,0.753730858282497,0.874570130001975,0.831050271434741,0.778319635235601
"GSC",-0.723859474546434,-0.723859474546434,-0.707787012007053,-0.722635802476641,-0.63196479366044,-0.558194656025011,0.468306422802431,0.605085981357826,0.617845077865041,0.57705595952612,0.634135354196606,0.590405075068439,0.782543678740582,0.657075923036327,0.785694905474178
"TWIST1",-0.731198793023966,-0.731198793023966,-0.717183705045358,-0.7289669396282,-0.624463395029874,-0.559711209668189,0.393325115036471,0.599633609939544,0.534666590863425,0.681064503839783,0.745117557360584,0.596165871438852,0.789680586738446,0.663708515211306,0.795236214616143
"TWIST2",-0.73233595233044,-0.73233595233044,-0.718975263881497,-0.730055257006681,-0.630976354174004,-0.579228271040437,0.476568680149346,0.519848715302754,0.657299508819045,0.685703778862761,0.748873247428526,0.597438970043999,0.790756028010487,0.664937467687672,0.79643115718984
"ZEB2",-0.933065751871564,-0.933065751871564,-0.924583172871992,-0.731959117940431,-0.670504833743689,-0.5186645160442,0.468190043398992,0.493517138212438,0.514461002410439,0.605182258688017,0.676778529421476,0.771761267259813,0.805437443911831,0.853729521228066,0.908833649392014
