"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.887056609535522,0.786406269299812,0.851635436714928,0.478840169575653,0.481154534106231,0.834839996870261,0.426744861275506,0.430391696784523,0.450735645310828,0,-0.660280624104188,0,0,-0.919313787432578,-0.877209250852477,-0.919313787432578,-0.719196630169961,-0.402408580904408,0.357867681758385,0.759516507754718,0.480909243771706,-0.849745525227147
"ZEB1",0.753579568828041,0.853085079797528,0.812247936135286,0.640417898596447,0.54058036243725,0.808088148700616,0.490308542137351,0.486636386853297,0.503967963072186,0,-0.822416215938245,0,0,-0.890164888875491,-0.841222632130639,-0.890164888875491,-0.89008387173509,-0.459163010130446,0.418342741605673,0.737358095594211,0.538919453555577,-0.810301792457828
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.73938931389076,0.738516160869605,0.585075854216644,0.506204427258641,0.585881686542241,0.610929696610398,0.545755119252386,0.438263800918573,0.434499849037812,0,-0.591993140180284,0,0,-0.6876043571037,-0.622511209275409,-0.6876043571037,-0.687266809512073,-0.408874168150223,0.376744497958095,0.553869704646299,0.480794519697347,-0.685192133757264
"TWIST1",0.738658767679796,0.737918748254949,0.678187877920982,0.50460551978447,0.46431856272483,0.609000402766612,0.523653831365096,0.419860260802733,0.352253145385223,0,-0.58586140946311,0,0,-0.686909692261934,-0.618533498244231,-0.686909692261934,-0.686626624930872,-0.372813897084607,0.34007693711217,0.552137500403228,0.561717426932999,-0.677009530801646
"TGFbeta",0.56257004525861,0.565830041497903,0.513067546492438,0.420360304080071,0.417161064633778,0.548704175751247,0.382328256116759,0.343577581031987,0.370446506656552,0,-0.519359716100381,0,0,-0.521435232277592,-0.544786434043671,-0.521435232277592,-0.522924130463072,-0.332687030622521,0.304232809457242,0.60119659363858,0.433455433221446,-0.512624218147575
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.709727829905003,0.70862247607405,0.762640360278074,0.685890021293764,0.578277757719377,0.772041436899897,0.532959330887674,0.524851711519191,0.441472064233754,0,-0.571130804283194,0,0,-0.651065382333056,-0.794728205095777,-0.651065382333056,-0.650667911589846,-0.59966440227834,0.563226167636513,0.706773317796678,0.479590146183049,-0.761436947722716
"SNAI1",0.419818074806538,0.435809925169776,0.37290435113624,0.202116312568633,0.200816432176623,0.342401939651885,0.181926219473548,0.0694377751114672,0.10009602917843,0,-0.376156533916666,0,0,-0.402974148354594,-0.304738489352838,-0.402974148354594,-0.409345210631449,-0.170131664447321,0.155680856660934,0.31194591811368,0.300892009731785,-0.366190974352933
"miR9",-0.919457766719707,-0.719196630169961,-0.788753977039624,-0.426047093257793,-0.426744861275506,-0.759516507754718,-0.373081646852798,-0.393398350379715,-0.412037279366512,0,0.595458067846961,0,0,0.846632331179989,0.810647725086844,0.846632331179989,0.64654520669375,0.357867681758385,-0.316469505466592,-0.678071162955645,-0.426975524869659,0.687420537526207
"miR34a",-0.618747257955941,-0.719840007589819,-0.567850525055052,-0.594235782921709,-0.470639814201865,-0.594619030790117,-0.431778979716578,-0.427344148533168,-0.418523632461977,0,0.575340680787787,0,0,0.670391031137787,0.602086067608003,0.670391031137787,0.670930631012154,0.397378137736318,-0.366014623376472,-0.540249032549645,-0.482638100597794,0.566739655439351
"miR30c",-0.673393414637967,-0.567881596748268,-0.508317127328944,-0.427796887927422,-0.407869349500016,-0.549376637791654,-0.372382042558777,-0.367953421519833,-0.300186628086943,0,0.477951229274767,0,0,0.626513802733818,0.548355693791285,0.626513802733818,0.524059947309599,0.325636525473213,-0.296773284978465,-0.501162078990614,-0.409821528791468,0.509290807399368
"miR205",-0.900191414517088,-0.899831684705283,-0.765331049436369,-0.60191277392438,-0.502200163522221,-0.744850813447861,-0.450106862086815,-0.464200762806587,-0.481407939886665,0,0.773125634062953,0,0,0.830590462268501,0.789822392105872,0.830590462268501,0.830483080146652,0.430423843039162,-0.389826969519503,-0.667225755870707,-0.501337665436881,0.763800721109102
"miR200c",-0.838073678193047,-0.837702449640446,-0.697209344472492,-0.508320395942043,-0.50869324432743,-0.796323399046388,-0.462752699735874,-0.443106748289388,-0.465975414562076,0,0.707583144883707,0,0,0.77616373375336,0.727022694844355,0.77616373375336,0.776022577010114,0.416797958407806,-0.381087443669575,-0.727134345449149,-0.508650192556895,0.694699114307084
"miR200b",-0.838073678193047,-0.837702449640446,-0.697209344472492,-0.508320395942043,-0.50869324432743,-0.796323399046388,-0.462752699735874,-0.443106748289388,-0.465975414562076,0,0.707583144883707,0,0,0.77616373375336,0.727022694844355,0.77616373375336,0.776022577010114,0.416797958407806,-0.381087443669575,-0.727134345449149,-0.508650192556895,0.694699114307084
"miR200a",-0.838073678193047,-0.837702449640446,-0.697209344472492,-0.508320395942043,-0.50869324432743,-0.796323399046388,-0.462752699735874,-0.443106748289388,-0.465975414562076,0,0.707583144883707,0,0,0.77616373375336,0.727022694844355,0.77616373375336,0.776022577010114,0.416797958407806,-0.381087443669575,-0.727134345449149,-0.508650192556895,0.694699114307084
"miR141",-0.838073678193047,-0.837702449640446,-0.697209344472492,-0.508320395942043,-0.50869324432743,-0.796323399046388,-0.462752699735874,-0.443106748289388,-0.465975414562076,0,0.707583144883707,0,0,0.77616373375336,0.727022694844355,0.77616373375336,0.776022577010114,0.416797958407806,-0.381087443669575,-0.727134345449149,-0.508650192556895,0.694699114307084
"miR101",-0.69822690253599,-0.697326647036487,-0.531355133542164,-0.351658075496978,-0.334438589519478,-0.57398127795357,-0.297006756019345,-0.187011722908526,-0.3276674504545,0,0.536647042120691,0,0,0.650492758406281,0.572572400544812,0.650492758406281,0.650138834831643,0.279847860186012,-0.349713180051332,-0.521839262787926,-0.428687381344494,0.523743597464264
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",0.729082310629821,0.730794226129145,0.57688823464324,0.391351053798543,0.542673976768358,0.604903541671444,0.502953341661209,0.292005934389891,0.425413662175034,0,-0.593182022786995,0,0,-0.679398068970973,-0.614942964771373,-0.679398068970973,-0.680150312233282,-0.378061283367093,0.346165665215551,0.548381473336901,0.565155352500684,-0.573780853623042
"FOXC2",0.690261389029134,0.89008387173509,0.753766086256458,0.591055690752792,0.490308542137351,0.737358095594211,0.439002966978565,0.451739405462937,0.467120102477457,0,-0.762305495284068,0,0,-0.82240954823803,-0.779255440190571,-0.82240954823803,-0.82239664071449,-0.418342741605673,0.378147659305328,0.661651005319124,0.488858529671872,-0.752368854921245
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
