"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.804724631403826,0.804724631403826,0.798449684091626,0.801797540346785,0.730837091456455,0.567130283729462,-0.498721229570182,-0.537522571619044,-0.560003205502531,-0.671108015045258,-0.740503522170678,-0.750993700662076,-0.871829246496582,-0.82822792212014,-0.879230864372477
"miR200b",0.804724631403826,0.804724631403826,0.798449684091626,0.801797540346785,0.730837091456455,0.567130283729462,-0.498721229570182,-0.537522571619044,-0.560003205502531,-0.671108015045258,-0.740503522170678,-0.750993700662076,-0.871829246496582,-0.82822792212014,-0.879230864372477
"miR200a",0.804724631403826,0.804724631403826,0.798449684091626,0.801797540346785,0.730837091456455,0.567130283729462,-0.498721229570182,-0.537522571619044,-0.560003205502531,-0.671108015045258,-0.740503522170678,-0.750993700662076,-0.871829246496582,-0.82822792212014,-0.879230864372477
"miR141",0.804724631403826,0.804724631403826,0.798449684091626,0.801797540346785,0.730837091456455,0.567130283729462,-0.498721229570182,-0.537522571619044,-0.560003205502531,-0.671108015045258,-0.740503522170678,-0.750993700662076,-0.871829246496582,-0.82822792212014,-0.879230864372477
"miR101",0.715446789780201,0.715446789780201,0.705741141877852,0.71114552860631,0.594527358479157,0.510779412936759,-0.389055003094741,-0.486110461214745,-0.427666408587555,-0.55418335398653,-0.618569476978166,-0.582780627402096,-0.770736707814443,-0.648681657176195,-0.781112382902045
"miR34a",0.729482129962167,0.729482129962167,0.721557765395803,0.726451036709413,0.628071073952317,0.579172098925689,-0.475527955300653,-0.53635565710325,-0.554964712045156,-0.785322623206742,-0.750259733608935,-0.594448692851561,-0.7874906643703,-0.662011463575519,-0.695113037328685
"SNAI1",-0.53079573542296,-0.53079573542296,-0.521211343093169,-0.531176210790449,-0.490412788885016,-0.440509422256777,0.209672793831195,0.41276270171629,0.350278141908156,0.477865234244099,0.528513012182975,0.436092916980788,0.573614844979128,0.482981463696262,0.571643411411727
"TGFbeta",-0.581407480497368,-0.581407480497368,-0.672782450730304,-0.57786771216611,-0.554316933658908,-0.522706035590681,0.428325677099023,0.490144007774266,0.50530829831428,0.631893156631149,0.693904321194035,0.659264175607411,0.632776414075822,0.620025037468635,0.641576071266401
"FOXC2",-0.84068047293369,-0.84068047293369,-0.835673046390302,-0.838653600868894,-0.777723519661645,-0.533266121866115,0.491051686441677,0.508223796452666,0.528785114791597,0.712934292091951,0.687113516769231,0.676390122297183,0.913739155623938,0.759316257042897,0.719382797018495
"SNAI2",-0.688775206295667,-0.688775206295667,-0.881642672433826,-0.685550013646667,-0.604582046738503,-0.752530721857099,0.481995716482614,0.51550223084283,0.641137099588327,0.848838997962883,0.817324154600082,0.739726922575305,0.753266222062711,0.814750687670542,0.761508142519155
"GSC",-0.703802805575998,-0.703802805575998,-0.693647045682421,-0.6007845531095,-0.606017406240095,-0.537008445547016,0.450612486492634,0.585703948603383,0.598492590233921,0.552239167684873,0.6080164585324,0.57403558137117,0.659073992030216,0.638667989787634,0.766544334604771
"ZEB1",-0.916365132229882,-0.916365132229882,-0.910393962045343,-0.913739155623938,-0.844629074394046,-0.59347506258526,0.535024201351612,0.565050749948395,0.589300820514336,0.783280107520639,0.754720969882364,0.759316257042897,0.885325345619382,0.838733802632514,0.792393706487327
"TWIST1",-0.741918826037167,-0.741918826037167,-0.733351300295622,-0.738214003859988,-0.634865333742603,-0.56935293506381,0.405825650639555,0.611316970346596,0.545453479305139,0.690097592196091,0.75678209010701,0.602781065671957,0.801010773763188,0.672257793921504,0.810113599555375
"TWIST2",-0.74214370366284,-0.74214370366284,-0.733734524730579,-0.73845332003812,-0.640639094156708,-0.588060005631834,0.48787274119992,0.530673293193126,0.667076948699254,0.694077486201579,0.759752960913276,0.603357614473737,0.801132064333515,0.672681970927754,0.810205808393544
"ZEB2",-0.937338438928313,-0.937338438928313,-0.932144696438667,-0.735091753810131,-0.674513593261068,-0.523330496418937,0.475015795024009,0.50012646830373,0.519620578283813,0.608828181015392,0.682618106595538,0.773583503197298,0.809896898628427,0.856668319615448,0.916240130893263
