"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.799187446273312,0.799187446273312,0.793550956013087,0.802358998643709,0.732757852819509,0.566652054810792,-0.497504213614667,-0.535950692258154,-0.559410994461601,-0.671608139275565,-0.739404873848284,-0.748653508252748,-0.871929579443457,-0.824908027810105,-0.863049224783381
"miR200a",0.799187446273312,0.799187446273312,0.793550956013087,0.802358998643709,0.732757852819509,0.566652054810792,-0.497504213614667,-0.535950692258154,-0.559410994461601,-0.671608139275565,-0.739404873848284,-0.748653508252748,-0.871929579443457,-0.824908027810105,-0.863049224783381
"miR141",0.799187446273312,0.799187446273312,0.793550956013087,0.802358998643709,0.732757852819509,0.566652054810792,-0.497504213614667,-0.535950692258154,-0.559410994461601,-0.671608139275565,-0.739404873848284,-0.748653508252748,-0.871929579443457,-0.824908027810105,-0.863049224783381
"miR101",0.706049081234414,0.706049081234414,0.697073469824966,0.709619551300399,0.592853709155563,0.508180394290036,-0.385487554411977,-0.482664288551725,-0.424719320673904,-0.55222163972067,-0.615092505643786,-0.577453310829809,-0.768407592592798,-0.64205858456564,-0.758765038342891
"miR34a",0.720357258105559,0.720357258105559,0.713384914594179,0.724597079608659,0.626108498338439,0.57671036518835,-0.472075696520327,-0.533104220638297,-0.552164597414088,-0.783357467735132,-0.746896572391743,-0.589458523183222,-0.784809298884815,-0.655696467525261,-0.673494538604337
"miR200b",0.784806290695692,0.784806290695692,0.779011437378408,0.788496288359226,0.714586443789342,0.553031815337084,-0.482830941536179,-0.519942736338244,-0.545433945125576,-0.656394159525934,-0.72269830057744,-0.738970458354718,-0.855904104781803,-0.812866652126345,-0.645662095826403
"SNAI1",-0.522076967499129,-0.522076967499129,-0.513441495214861,-0.529386939133624,-0.488566299979001,-0.438229951891244,0.206769301747382,0.409841232790029,0.347743368178356,0.475947024418498,0.525388790122226,0.430843113968073,0.571135652078205,0.476712077864445,0.552227614186538
"TGFbeta",-0.584190064398073,-0.584190064398073,-0.676431215951392,-0.588992540372919,-0.582049272029594,-0.530650886053815,0.435725324964141,0.496926514272505,0.514066683971551,0.644245624492322,0.703255463320281,0.662644303831128,0.644738259152538,0.624027852696157,0.632238193446023
"FOXC2",-0.835309115734717,-0.835309115734717,-0.830717634771058,-0.83786292061456,-0.77701329273185,-0.531514017300078,0.488194344677884,0.50556131679333,0.526807032114829,0.711787516799264,0.684717212696134,0.674347624609383,0.91235076610631,0.756082726468874,0.704959090157839
"SNAI2",-0.677569308061452,-0.677569308061452,-0.871141426335765,-0.68096410166533,-0.599625271758801,-0.747497793564063,0.475644717507083,0.509199584719308,0.635489318441739,0.844385876459415,0.810948960797671,0.733621297901264,0.747376915798387,0.806746342223464,0.738109567630252
"ZEB1",-0.909363404126063,-0.909363404126063,-0.903924447740483,-0.91235076610631,-0.843280943095851,-0.590932202823495,0.531444387891436,0.561400836352926,0.586415438159697,0.781559814701223,0.751426415782171,0.756082726468874,0.883211678449781,0.834181671158642,0.774966555707011
"GSC",-0.727175782770829,-0.727175782770829,-0.718684135227912,-0.731535774938318,-0.641944247815092,-0.566197708494835,0.477766970508695,0.61433036689837,0.626434732149878,0.585339139546192,0.643755872038771,0.593363343016603,0.792922722042955,0.660913631717664,0.781062590897717
"TWIST1",-0.732375742046404,-0.732375742046404,-0.724575471628564,-0.736191840343462,-0.632732506847348,-0.566545246773479,0.401935147572857,0.607619007887307,0.542271201172724,0.687862624193123,0.753030024585166,0.597491935526012,0.798111614942065,0.665573179925525,0.7876304989039
"TWIST2",-0.732706991195698,-0.732706991195698,-0.725122523666092,-0.736459772454367,-0.638532615314624,-0.585344492419663,0.484119768604369,0.527086948166879,0.66400810801197,0.691907697197066,0.756083875607397,0.598159087782359,0.798264650268629,0.666101439177281,0.788118856766832
"ZEB2",-0.930319949626636,-0.930319949626636,-0.925526445212044,-0.733001911436032,-0.672361019666017,-0.519935844595633,0.47043337320498,0.49528201776886,0.515920404209603,0.606307187902945,0.67838060105976,0.770519563016515,0.806959721146385,0.852109249531077,0.899508159037853
