"","miR200b","miR200c","miR200a","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB2","ZEB1","TGFbeta"
"miR200c",0.737185106679087,0.731156151094144,0.731156151094144,0.782844811095068,0.717963760601719,0.558614209015625,-0.488131546729097,-0.527224796933659,-0.550355832699409,-0.661736553346521,-0.726057411398404,-0.710043892742972,-0.722189992912346,-0.846799009850992,-0.777364747527544
"miR200b",0.737185106679087,0.731156151094144,0.731156151094144,0.782844811095068,0.717963760601719,0.558614209015625,-0.488131546729097,-0.527224796933659,-0.550355832699409,-0.661736553346521,-0.726057411398404,-0.710043892742972,-0.722189992912346,-0.846799009850992,-0.777364747527544
"miR200a",0.737185106679087,0.731156151094144,0.731156151094144,0.782844811095068,0.717963760601719,0.558614209015625,-0.488131546729097,-0.527224796933659,-0.550355832699409,-0.661736553346521,-0.726057411398404,-0.710043892742972,-0.722189992912346,-0.846799009850992,-0.777364747527544
"miR101",0.651630980737274,0.650414771039003,0.650414771039003,0.694320684105498,0.58120022835003,0.502116091431587,-0.378341849887354,-0.476030931960899,-0.417891055642036,-0.544696319083969,-0.604731092347365,-0.54655227475066,-0.641387127181836,-0.748471197101744,-0.603687340462583
"miR34a",0.672206503331819,0.669144477305437,0.669144477305437,0.711746499036076,0.616505318267439,0.57187106924011,-0.466259421930071,-0.527799157348548,-0.546668946532877,-0.777328907644785,-0.738401440103865,-0.562017421921156,-0.562638093119491,-0.767686539518658,-0.621020437386794
"miR141",0.288191770774965,0.236810092012387,0.236810092012387,0.493729878271457,0.464907597360556,0.376147058334138,-0.315152039001089,-0.339218722379246,-0.357782405298989,-0.445883741136446,-0.483991145524569,-0.325664792854658,0.00334472928853133,-0.525313112868613,-0.359049887877175
"FOXC2",-0.730563910432026,-0.716996255218051,-0.716996255218051,-0.79629958923257,-0.743656731498785,-0.511748262531329,0.466147203871542,0.483994365782421,0.504856618792623,0.688017465144623,0.654322663695337,0.600782301298011,0.466953188988751,0.861199579621396,0.66927734751487
"SNAI1",-0.486338674302546,-0.488360056771884,-0.488360056771884,-0.521446954611247,-0.482807524565616,-0.435450436661457,0.203258737657447,0.406771157180702,0.344524554777408,0.472471546005372,0.520300264567472,0.413227346212872,0.47790254187262,0.560287239516464,0.454053585393215
"ZEB1",-0.790284543712463,-0.776021368223683,-0.776021368223683,-0.861199579621396,-0.80167987539833,-0.564449507983828,0.504201456226123,0.533188473903034,0.55745235330484,0.749918957287764,0.713023599836195,0.66927734751487,0.515784392436056,0.821962613913325,0.733213619829158
"TGFbeta",-0.650494802348205,-0.551406364732436,-0.551406364732436,-0.583354993816538,-0.57837478168826,-0.529582178130955,0.433949327175582,0.495744551194306,0.512717818134022,0.642708423845519,0.700241897229616,0.64785428043663,0.555472692562741,0.636130723400578,0.603511827058556
"SNAI2",-0.840473598719912,-0.638335794387689,-0.638335794387689,-0.675993485796351,-0.597602467858906,-0.748282967016584,0.475950389012602,0.510240913432091,0.636138795966805,0.844494602871068,0.809649778033953,0.71561771734216,0.644620164798177,0.739096470955958,0.782040600488592
"GSC",-0.672236976176853,-0.670177946974072,-0.670177946974072,-0.716399268225524,-0.630509687087277,-0.560304230503888,0.470705226553464,0.607842566469366,0.619742730711795,0.578053002051844,0.633608416314203,0.562079476217279,0.659219347987181,0.77296001625644,0.621703415391333
"TWIST1",-0.680701044508256,-0.678237408698013,-0.678237408698013,-0.722359412364214,-0.622457153561403,-0.561479344413489,0.395870436928745,0.602091632907602,0.536516486662721,0.681481434207993,0.743980602928527,0.568163065053616,0.671599319887791,0.779760697875891,0.628714075640719
"TWIST2",-0.684790803817939,-0.682715434461534,-0.682715434461534,-0.724345902792911,-0.629695333553214,-0.58111469775908,0.478943042308259,0.522486643643662,0.659172676642245,0.686537439096744,0.748313672167711,0.571739239511065,0.679459095636938,0.78194931179387,0.632469714251737
"ZEB2",-0.883787034372305,-0.878687843044851,-0.878687843044851,-0.722977080746417,-0.666901825580463,-0.518613214601698,0.46852070956966,0.494129046329155,0.514026643636173,0.60393798188978,0.67377820343734,0.744604214715263,0.783737627946951,0.792506919347728,0.817887819525737
