"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",0.695791750380069,0.320453721724574,0.637248402946689,0.368367076917894,0.366188289708831,0.579482988160964,0.33162214461637,0.478300340323578,0.330846949879071,0,-0.310696985355696,0,0,-0.628363666520765,-0.643302445537655,-0.628363666520765,-0.293386220940722,-0.376258507664552,0.341659500442212,0.540024927573356,0.367912816479666,-0.641748494053236
"ZEB1",0.654837129313178,0.554310570938645,0.705578702735155,0.644008254554658,0.50003283089301,0.654996293669494,0.459498748809254,0.634698335577538,0.44889803719142,0,-0.616675149675538,0,0,-0.704646601267703,-0.720477413237353,-0.704646601267703,-0.621942016653532,-0.509700408733298,0.468813779276154,0.607868518379968,0.487815542327389,-0.713447112653372
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",0.737203305753688,0.585262680214361,0.589135955490172,0.619022653570251,0.623211728323205,0.56826342675602,0.584066649580457,0.697465714713872,0.441971904337592,0,-0.501205721629802,0,0,-0.616448853200516,-0.624195376875359,-0.616448853200516,-0.553430386174835,-0.547671184029886,0.507929439657064,0.521690851815582,0.493601623632371,-0.69778374054637
"TWIST1",0.732975320118011,0.578316949420013,0.680911420911543,0.610913548502051,0.49869688994491,0.562971991446518,0.559562810431738,0.690734894023563,0.357286838173984,0,-0.490060334664805,0,0,-0.610923698695797,-0.618697255538587,-0.610923698695797,-0.546773168646683,-0.526192366627461,0.486609007659097,0.516756346060998,0.571696260649856,-0.688855068750532
"TGFbeta",0.608909078389354,0.491699927531914,0.569345129670957,0.599470173011362,0.491801187114022,0.562509199174751,0.453399627659831,0.669078398118893,0.410832482248057,0,-0.487627654917707,0,0,-0.508371947689292,-0.611860085951991,-0.508371947689292,-0.461121876708122,-0.510485201731497,0.471796141089404,0.617871527367304,0.479534723054626,-0.577490214791018
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.703845131388349,0.559600486114804,0.760844097309332,0.789182886310187,0.608688391679965,0.728925169062149,0.564216441190845,0.769187561991184,0.446028145748447,0,-0.484108519004396,0,0,-0.582410703683945,-0.790068834974185,-0.582410703683945,-0.523502260196532,-0.723145270067014,0.677972124295066,0.676374851288192,0.488735092334166,-0.767865711514544
"SNAI1",0.521590971730387,0.426128039841491,0.489816069627795,0.426552388047769,0.320221994489707,0.411052175476285,0.295007028616405,0.485932954402482,0.178282327953999,0,-0.395099601322715,0,0,-0.444399830241167,-0.446101697136013,-0.444399830241167,-0.404604650161886,-0.412818537646908,0.386721837633726,0.379632644384268,0.387296682315916,-0.497164229947691
"miR9",-0.756670928120738,-0.293386220940722,-0.601403580888337,-0.331729258926811,-0.33162214461637,-0.540024927573356,-0.296473186682602,-0.441484851696833,-0.307801855552681,0,0.280983682263402,0,0,0.591846890159556,0.605963366131823,0.591846890159556,0.262978391290806,0.341659500442212,-0.305165072883955,-0.495049457643363,-0.335320019882462,0.505288761840336
