"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.809570425003209,0.809570425003209,0.802722619557712,0.806681297133926,0.737395862030678,0.569354202032153,-0.501605630443075,-0.539323347065801,-0.562385919097935,-0.674523541938988,-0.743454657242946,-0.753486238409509,-0.877825684291291,-0.83150501833613,-0.885470532884077
"miR200b",0.809570425003209,0.809570425003209,0.802722619557712,0.806681297133926,0.737395862030678,0.569354202032153,-0.501605630443075,-0.539323347065801,-0.562385919097935,-0.674523541938988,-0.743454657242946,-0.753486238409509,-0.877825684291291,-0.83150501833613,-0.885470532884077
"miR200a",0.809570425003209,0.809570425003209,0.802722619557712,0.806681297133926,0.737395862030678,0.569354202032153,-0.501605630443075,-0.539323347065801,-0.562385919097935,-0.674523541938988,-0.743454657242946,-0.753486238409509,-0.877825684291291,-0.83150501833613,-0.885470532884077
"miR141",0.809570425003209,0.809570425003209,0.802722619557712,0.806681297133926,0.737395862030678,0.569354202032153,-0.501605630443075,-0.539323347065801,-0.562385919097935,-0.674523541938988,-0.743454657242946,-0.753486238409509,-0.877825684291291,-0.83150501833613,-0.885470532884077
"miR101",0.720622414437842,0.720622414437842,0.709680648570099,0.715091780279743,0.598030888389965,0.51139532783384,-0.389818196527393,-0.486542394382805,-0.428372459425162,-0.555680353768016,-0.619719183544884,-0.585552119727226,-0.77570671747944,-0.652483236946542,-0.789400251500271
"miR34a",0.731578226047224,0.731578226047224,0.722881422464103,0.728275933627529,0.629607289654218,0.578698426626399,-0.475000991276955,-0.535577543168154,-0.554464036223643,-0.785470237381484,-0.749934668832786,-0.595170733083401,-0.789999276101727,-0.663377235747643,-0.698519695519994
"SNAI1",-0.529421432193654,-0.529421432193654,-0.519839661650691,-0.531772448425592,-0.490835074602441,-0.438991483177758,0.208347722710024,0.41090478757303,0.348557201071101,0.477020774522633,0.527180592489841,0.434781968826054,0.574429444653473,0.481444025228699,0.562483854901224
"TGFbeta",-0.593671989886648,-0.593671989886648,-0.68436584572188,-0.591599730257835,-0.584492422259383,-0.531847816584898,0.437633195336557,0.498478635575836,0.51549294205863,0.645529812041078,0.705279173331799,0.667281077773615,0.648673982922334,0.630494666115745,0.653784810083904
"TWIST1",-0.728085252819362,-0.728085252819362,-0.71866130442484,-0.724852461164769,-0.622032003380385,-0.555729941219508,0.389724199638094,0.596012653775235,0.529792780682254,0.677323469677903,0.741513509741721,0.591852348625734,0.786395046109276,0.659926636658963,0.694423420424421
"FOXC2",-0.843335032641105,-0.843335032641105,-0.83787554638863,-0.841181435764219,-0.780980126899775,-0.533999077458234,0.492163371446748,0.508781471554967,0.529589418197769,0.714281294984045,0.68820520887647,0.677315732250405,0.917161854583909,0.76085329523712,0.723414452004371
"SNAI2",-0.691150618012319,-0.691150618012319,-0.88328848224843,-0.687553156727365,-0.606452680874258,-0.752227243681113,0.48176567883518,0.514861392773545,0.640813335330991,0.849209325145582,0.817227674422226,0.74067834414264,0.755988322537151,0.816206088277571,0.765590064313284
"ZEB1",-0.91991859591678,-0.91991859591678,-0.913374354630979,-0.917161854583909,-0.848720448086254,-0.59457999528925,0.536409811851512,0.565939047501765,0.590486379469472,0.785242794950682,0.756270432330229,0.76085329523712,0.889845401417788,0.84121730786613,0.797726509200838
"GSC",-0.735904558311402,-0.735904558311402,-0.725814776336251,-0.732636896191151,-0.642837967458107,-0.566256630700569,0.478804089611392,0.61467286106394,0.626727485644418,0.58530148486973,0.644421054874852,0.597405830295493,0.795154404877279,0.66639910797087,0.803322998803207
"TWIST2",-0.742479095676953,-0.742479095676953,-0.733238550271008,-0.738307412215066,-0.640109373225718,-0.585942772531242,0.485797025554718,0.527969095042846,0.664865859445043,0.692456548863323,0.757453280659381,0.602881494727081,0.801365207243166,0.672407534908388,0.812018653910367
"ZEB2",-0.940649913433233,-0.940649913433233,-0.935052306909194,-0.738450957634664,-0.679384442743869,-0.524926335784403,0.477023695358801,0.501513685381669,0.521338265239944,0.611273206585351,0.684638601738697,0.77477550933145,0.814507745243535,0.858973641052935,0.921261329777908
