"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200b",0.797496393472527,0.797496393472527,0.791446827359831,0.791335420010906,0.716201819254785,0.562161745078513,-0.491951620593162,-0.532960632839729,-0.554562129044905,-0.663805351751235,-0.733961563100786,-0.747172790759301,-0.858697307037597,-0.822674338391997,-0.87320735772382
"miR200a",0.797496393472527,0.797496393472527,0.791446827359831,0.791335420010906,0.716201819254785,0.562161745078513,-0.491951620593162,-0.532960632839729,-0.554562129044905,-0.663805351751235,-0.733961563100786,-0.747172790759301,-0.858697307037597,-0.822674338391997,-0.87320735772382
"miR141",0.797496393472527,0.797496393472527,0.791446827359831,0.791335420010906,0.716201819254785,0.562161745078513,-0.491951620593162,-0.532960632839729,-0.554562129044905,-0.663805351751235,-0.733961563100786,-0.747172790759301,-0.858697307037597,-0.822674338391997,-0.87320735772382
"miR200c",0.771063235360799,0.771063235360799,0.763979734698882,0.563452446337722,0.576084964198959,0.521101922910592,-0.43869587552612,-0.499732441463994,-0.505779228783922,-0.631275916151444,-0.69910916100724,-0.728425015352322,-0.627112147635435,-0.799732609369309,-0.844375464692671
"miR101",0.702714157062405,0.702714157062405,0.693386582333112,0.693242023358172,0.575608613129928,0.503124994049722,-0.37992981431152,-0.478973837116728,-0.419628211693117,-0.542823748527669,-0.608287977245111,-0.574310588027041,-0.749777057748314,-0.637886524786598,-0.770948847308683
"miR34a",0.72130249964532,0.72130249964532,0.7137861935654,0.714586076622328,0.614121159458999,0.574438912225777,-0.469314462766451,-0.531924487269445,-0.549872929864232,-0.777973820313464,-0.743750815221791,-0.589545809370646,-0.773098468783254,-0.655390171615903,-0.688736474565961
"SNAI1",-0.521592755627089,-0.521592755627089,-0.512525797588263,-0.518018852090424,-0.475932884462707,-0.435316401668174,0.20351201928584,0.407946624269294,0.344692110429252,0.469901570835017,0.52153419115198,0.429832381695911,0.558360463303561,0.475165900704406,0.564574954395671
"TGFbeta",-0.586561894185152,-0.586561894185152,-0.678182941400108,-0.580460904948461,-0.571739072134752,-0.52929012150956,0.433903720921435,0.496543912696775,0.512697346655251,0.640053775287987,0.701268968578296,0.663817188700527,0.634742382273564,0.624952822543748,0.64882898517067
"FOXC2",-0.834038755633444,-0.834038755633444,-0.829093174675233,-0.82947119294128,-0.763988401106147,-0.527625662375117,0.483191487991605,0.502918074511415,0.5226924289882,0.705774445946629,0.680152384568613,0.673361163504789,0.901753573776626,0.754466583477338,0.71331660099257
"SNAI2",-0.681932543802068,-0.681932543802068,-0.875085873509633,-0.67522445772206,-0.591787029198735,-0.748563727067406,0.476422052243218,0.511813864913044,0.636817942781383,0.842522774824885,0.811773055999344,0.736018727269103,0.740375004458054,0.809411593270988,0.756192897618813
"ZEB1",-0.907455485164633,-0.907455485164633,-0.901581362657115,-0.901753573776626,-0.827810229104604,-0.586105461823878,0.525447487655077,0.558109567707774,0.581431060164237,0.773790414010501,0.74565810792066,0.754466583477338,0.87030637127417,0.831759062050995,0.784251706912218
"GSC",-0.724828565065807,-0.724828565065807,-0.715999293357019,-0.71757530316379,-0.625838039641931,-0.561911976766921,0.47281617810296,0.611321441848699,0.622048441306985,0.577057667948249,0.638043443022825,0.591068019528589,0.776797872556357,0.657740673054101,0.793417814278636
"TWIST1",-0.731907595767312,-0.731907595767312,-0.723666126540824,-0.723991883997062,-0.61870498979764,-0.563199720424653,0.398105335409586,0.605558789672334,0.538939473620781,0.680958547534031,0.748501088968677,0.596535226265596,0.783971261498053,0.66400196023993,0.80206595638973
"TWIST2",-0.732495556750206,-0.732495556750206,-0.724441973557549,-0.724648818621244,-0.624545301662771,-0.582165373996271,0.480408074034118,0.525177287129119,0.660788517802291,0.685180569153459,0.751808281054518,0.597401146795296,0.784555186094319,0.664767880208903,0.802491683399807
"ZEB2",-0.928010856788448,-0.928010856788448,-0.922744381679521,-0.722778792980371,-0.65609091491692,-0.513141807488567,0.461205672236482,0.49128241158496,0.508806735127709,0.597922720813779,0.671876658327718,0.768777107155777,0.794264480336902,0.849481585600969,0.907346922948328
