"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.783853679808769,0.783853679808769,0.775482501557331,0.781776122370668,0.692007119678443,0.508713198841617,-0.397132298808234,-0.470520603189209,-0.501312587764859,-0.639235467622522,-0.699891181711102,-0.741311073023225,-0.844829662062611,-0.813173418783345,-0.850376907884564
"miR200b",0.783853679808769,0.783853679808769,0.775482501557331,0.781776122370668,0.692007119678443,0.508713198841617,-0.397132298808234,-0.470520603189209,-0.501312587764859,-0.639235467622522,-0.699891181711102,-0.741311073023225,-0.844829662062611,-0.813173418783345,-0.850376907884564
"miR200a",0.783853679808769,0.783853679808769,0.775482501557331,0.781776122370668,0.692007119678443,0.508713198841617,-0.397132298808234,-0.470520603189209,-0.501312587764859,-0.639235467622522,-0.699891181711102,-0.741311073023225,-0.844829662062611,-0.813173418783345,-0.850376907884564
"miR141",0.783853679808769,0.783853679808769,0.775482501557331,0.781776122370668,0.692007119678443,0.508713198841617,-0.397132298808234,-0.470520603189209,-0.501312587764859,-0.639235467622522,-0.699891181711102,-0.741311073023225,-0.844829662062611,-0.813173418783345,-0.850376907884564
"miR34a",0.681283355802216,0.681283355802216,0.670537225385582,0.678667747282091,0.554933017642032,0.484880226649537,-0.331954267546938,-0.424955023945389,-0.457784237636944,-0.723277572829179,-0.677176420539361,-0.564574825407566,-0.729627203362264,-0.622713852328333,-0.636084038832432
"miR101",0.248485855648237,0.248485855648237,0.220027714660599,0.239174230376283,0.152776064589634,-0.0238018105823171,-0.0690879727646572,0.00146745058699563,-0.0799461298850155,-0.0747681408799069,-0.0045059925602067,-0.203983572780148,-0.254461825380324,-0.221082747642479,-0.275513524952604
"SNAI1",-0.473722639100884,-0.473722639100884,-0.461531658685845,-0.474787667952725,-0.412701376380934,-0.34911218006567,0.0867746881428589,0.305650758992918,0.26003553673914,0.408352482251906,0.449196916793556,0.396003067585713,0.508171597517824,0.434201265069486,0.504609975623932
"TGFbeta",-0.538410309375395,-0.538410309375395,-0.626595839870532,-0.536245713672198,-0.503613326636753,-0.433323706014358,0.296905131015501,0.385280003046171,0.412964535578222,0.576528753959535,0.624915891451988,0.632544849258172,0.582167542048554,0.584940474217842,0.587502115744127
"SNAI2",-0.549728152724296,-0.549728152724296,-0.738612181076473,-0.544408715115009,-0.426328713808487,-0.550881145927588,0.218345098391143,0.297601844668619,0.43696633089869,0.690473993678818,0.639525225813159,0.639011507584583,0.592462985872636,0.694112570822884,0.604865973973221
"FOXC2",-0.826909618993831,-0.826909618993831,-0.820240333697237,-0.825504225051445,-0.74799843191745,-0.486468293347743,0.402751081258099,0.453216185647741,0.480603090185237,0.690477421196359,0.656821948546029,0.671953174188699,0.89439605662095,0.750532905189972,0.698610281562429
"TWIST1",-0.697337956492109,-0.697337956492109,-0.686011477663964,-0.694190485125325,-0.568294956338312,-0.475562965909932,0.262744439101927,0.499033958728069,0.449888969818335,0.632626576227821,0.688000065460927,0.575035111090988,0.747555813646416,0.635866840317809,0.755213120743099
"TWIST2",-0.697876416227295,-0.697876416227295,-0.686663785124591,-0.694647671255782,-0.572619142581182,-0.49503222925513,0.342249075084154,0.420678319225745,0.571515190810324,0.636042127773896,0.690832387923027,0.576100918587441,0.747796335711934,0.636728397974222,0.755667355774424
"GSC",-0.7060411343173,-0.7060411343173,-0.694556026989862,-0.703952405527756,-0.594084659058394,-0.496394099799296,0.361510416735203,0.530342498990442,0.55474442677263,0.545847906208131,0.596555491076817,0.581082302927959,0.758586079694058,0.643520388551205,0.763841316662819
"ZEB1",-0.896326041128465,-0.896326041128465,-0.888373337350778,-0.89439605662095,-0.806190193524839,-0.535341935022408,0.433257742280827,0.49797750283753,0.529647238581199,0.753189688461643,0.715674866104194,0.750532905189972,0.859034916129805,0.824506927840173,0.764357567993846
"ZEB2",-0.924261958137543,-0.924261958137543,-0.917430907391196,-0.722693740042966,-0.645827987409888,-0.477211567613635,0.389988481049985,0.446674822358162,0.472334955036509,0.587418142930842,0.652964937321992,0.769281737232976,0.791683094597515,0.848228304442597,0.89629092775398
