"","ZEB2","ZEB1","VIM","TWIST2","TWIST1","TGFbeta","TCF3","SNAI2","SNAI1","miR9","miR34a","miR30c","miR205","miR200c","miR200b","miR200a","miR141","miR101","KLF8","GSC","FOXC2","CDH1"
"ZEB2",1,0.9,1,0.7,0.7,0.9,0.6,0.8,0.8,0,-0.8,0,0,-1,-1,-1,-0.8,-0.7,0.6,0.8,0.7,-1
"ZEB1",0.9,1,1,0.9,0.8,0.9,0.7,0.9,0.9,0,-1,0,0,-1,-1,-1,-1,-0.8,0.7,0.8,0.8,-1
"VIM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TWIST2",1,1,0.9,0.9,1,0.8,0.9,1,1,0,-0.9,0,0,-0.9,-0.9,-0.9,-0.9,-0.9,0.8,0.7,0.9,-1
"TWIST1",1,1,1,0.9,0.9,0.8,0.9,1,0.9,0,-0.9,0,0,-0.9,-0.9,-0.9,-0.9,-0.9,0.8,0.7,1,-1
"TGFbeta",0.9,0.9,0.9,0.9,0.9,0.8,0.8,1,1,0,-0.9,0,0,-0.8,-0.9,-0.8,-0.8,-0.9,0.8,0.8,0.9,-0.9
"TCF3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"SNAI2",0.9,0.9,1,1,0.9,0.9,0.8,1,0.9,0,-0.8,0,0,-0.8,-1,-0.8,-0.8,-1,0.9,0.8,0.8,-1
"SNAI1",1,1,1,0.9,0.9,0.8,0.8,1,0.9,0,-1,0,0,-0.9,-0.9,-0.9,-0.9,-1,0.9,0.7,1,-1
"miR9",-1,-0.8,-0.9,-0.6,-0.6,-0.8,-0.5,-0.7,-0.7,0,0.7,0,0,0.9,0.9,0.9,0.7,0.6,-0.5,-0.7,-0.6,0.8
"miR34a",-0.9,-1,-0.9,-1,-0.9,-0.8,-0.8,-1,-1,0,0.9,0,0,0.9,0.9,0.9,0.9,0.9,-0.8,-0.7,-0.9,0.9
"miR30c",-1,-0.9,-0.9,-0.9,-0.9,-0.8,-0.8,-1,-0.9,0,0.9,0,0,0.9,0.9,0.9,0.8,0.9,-0.8,-0.7,-0.9,0.9
"miR205",-1,-1,-0.9,-0.8,-0.7,-0.8,-0.6,-0.8,-0.8,0,0.9,0,0,0.9,0.9,0.9,0.9,0.7,-0.6,-0.7,-0.7,0.9
"miR200c",-1,-1,-0.9,-0.8,-0.8,-0.9,-0.7,-0.9,-0.9,0,0.9,0,0,0.9,0.9,0.9,0.9,0.8,-0.7,-0.8,-0.8,0.9
"miR200b",-1,-1,-0.9,-0.8,-0.8,-0.9,-0.7,-0.9,-0.9,0,0.9,0,0,0.9,0.9,0.9,0.9,0.8,-0.7,-0.8,-0.8,0.9
"miR200a",-1,-1,-0.9,-0.8,-0.8,-0.9,-0.7,-0.9,-0.9,0,0.9,0,0,0.9,0.9,0.9,0.9,0.8,-0.7,-0.8,-0.8,0.9
"miR141",-1,-1,-0.9,-0.8,-0.8,-0.9,-0.7,-0.9,-0.9,0,0.9,0,0,0.9,0.9,0.9,0.9,0.8,-0.7,-0.8,-0.8,0.9
"miR101",-1,-1,-0.9,-0.8,-0.8,-0.8,-0.7,-0.9,-0.9,0,0.9,0,0,0.9,0.9,0.9,0.9,0.9,-0.9,-0.7,-0.9,0.9
"KLF8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.1
"GSC",1,1,0.9,0.8,1,0.8,0.9,0.9,1,0,-0.9,0,0,-0.9,-0.9,-0.9,-0.9,-0.9,0.8,0.7,1,-0.9
"FOXC2",0.8,1,0.9,0.8,0.7,0.8,0.6,0.8,0.8,0,-0.9,0,0,-0.9,-0.9,-0.9,-0.9,-0.7,0.6,0.7,0.7,-0.9
"CDH1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
