"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.806045853846496,0.806045853846496,0.799645223452919,0.803509518921865,0.732688933614854,0.56802489659763,-0.499736448121341,-0.53824695101071,-0.560975902097785,-0.672267776596587,-0.741539937304094,-0.751704601384834,-0.873906709261848,-0.82916076188717,-0.880151683276968
"miR200b",0.806045853846496,0.806045853846496,0.799645223452919,0.803509518921865,0.732688933614854,0.56802489659763,-0.499736448121341,-0.53824695101071,-0.560975902097785,-0.672267776596587,-0.741539937304094,-0.751704601384834,-0.873906709261848,-0.82916076188717,-0.880151683276968
"miR200a",0.806045853846496,0.806045853846496,0.799645223452919,0.803509518921865,0.732688933614854,0.56802489659763,-0.499736448121341,-0.53824695101071,-0.560975902097785,-0.672267776596587,-0.741539937304094,-0.751704601384834,-0.873906709261848,-0.82916076188717,-0.880151683276968
"miR141",0.806045853846496,0.806045853846496,0.799645223452919,0.803509518921865,0.732688933614854,0.56802489659763,-0.499736448121341,-0.53824695101071,-0.560975902097785,-0.672267776596587,-0.741539937304094,-0.751704601384834,-0.873906709261848,-0.82916076188717,-0.880151683276968
"miR101",0.715919469419823,0.715919469419823,0.705921855823355,0.712037897468826,0.593255579952544,0.510057017584643,-0.388217404793316,-0.48539105803577,-0.426916242026488,-0.553413146230032,-0.617933670320984,-0.583048469255949,-0.771715563218902,-0.648838042072946,-0.780705268610945
"miR34a",0.718333665852401,0.718333665852401,0.710462782047205,0.713709767214654,0.603287116043245,0.569700495792997,-0.465409311887453,-0.52733413433677,-0.544838998559088,-0.772183755819242,-0.738681605043561,-0.586438905252276,-0.773218059453914,-0.652127989222809,-0.683831201212414
"SNAI1",-0.527474718087312,-0.527474718087312,-0.517814943473343,-0.527079397166941,-0.484451829375177,-0.437774520986525,0.206703596147769,0.410231058989188,0.347390172395335,0.47414185960271,0.525149070125394,0.433367010517352,0.569301556808872,0.479993186994275,0.568429552727961
"TGFbeta",-0.588711159197077,-0.588711159197077,-0.67994591736452,-0.585185998512476,-0.576811651475699,-0.529330219407604,0.43493975278452,0.496517263623733,0.512924181722863,0.641097471380949,0.7018585035611,0.664273179976427,0.641162399354484,0.626200442164533,0.649517945061355
"FOXC2",-0.840240236112767,-0.840240236112767,-0.835128700001981,-0.838250455086607,-0.775877509316074,-0.532453790619465,0.490011423271121,0.507395570499728,0.527906564666031,0.711891402190277,0.686166652590223,0.676111062619621,0.913311176081115,0.758800232969338,0.71853868762698
"SNAI2",-0.680289684440391,-0.680289684440391,-0.872750507369643,-0.676552146104727,-0.58942341771734,-0.743441666386035,0.472189941720353,0.506704470885331,0.631717648771964,0.838117867416105,0.806435840385332,0.733851541901526,0.743114084323189,0.80751845976136,0.751955962137308
"TWIST2",-0.712898607199953,-0.712898607199953,-0.703747918362249,-0.607761507434065,-0.599312639292472,-0.56041356671583,0.460314912787706,0.503277468222226,0.638984714766255,0.661509474835719,0.725801993528151,0.581522000989159,0.66684474800458,0.646806438146953,0.778513632513946
"ZEB1",-0.915786637735281,-0.915786637735281,-0.909671094488805,-0.913311176081115,-0.842498070277909,-0.592484038803334,0.533576259966725,0.564101953615669,0.588259953660219,0.782029989413348,0.753479627775168,0.758800232969338,0.885022016594641,0.838262449966361,0.791395803566006
"GSC",-0.735742374804346,-0.735742374804346,-0.726265427297494,-0.733274077874797,-0.641917553201961,-0.567581733561903,0.479865557159326,0.61657013297443,0.62809081249576,0.586015005094464,0.645892427952504,0.597961982618216,0.795491953909424,0.66669958466936,0.801369106466227
"TWIST1",-0.739796586091734,-0.739796586091734,-0.730996066716438,-0.735840848133309,-0.630594388551301,-0.566996973118671,0.403185794883196,0.609071363492329,0.543018597211909,0.687089162707469,0.75397906283927,0.60118208840582,0.798369016960691,0.670186447553139,0.807566935591277
"ZEB2",-0.938373031791083,-0.938373031791083,-0.933101177175063,-0.736473679273777,-0.676047235054503,-0.52418743787273,0.475798584466687,0.500928337401145,0.520530858704106,0.609860432896584,0.683521247629503,0.773967414668205,0.811779278642862,0.857439808775754,0.917048285840379
