"","miR200c","miR200a","miR200b","miR141","miR34a","miR101","SNAI1","FOXC2","TWIST1","TWIST2","SNAI2","GSC","ZEB1","TGFbeta","ZEB2"
"miR200c",0.7970793946289,0.7970793946289,0.77066249321812,0.796109125703411,0.727180344562749,0.509140381090966,-0.488054551661298,-0.528631447264565,-0.540911108301293,-0.609738356140421,-0.619411597681122,-0.744201747652719,-0.862743086011467,-0.817636056096643,-0.865213379660862
"miR200b",0.7970793946289,0.7970793946289,0.77066249321812,0.796109125703411,0.727180344562749,0.509140381090966,-0.488054551661298,-0.528631447264565,-0.540911108301293,-0.609738356140421,-0.619411597681122,-0.744201747652719,-0.862743086011467,-0.817636056096643,-0.865213379660862
"miR200a",0.7970793946289,0.7970793946289,0.77066249321812,0.796109125703411,0.727180344562749,0.509140381090966,-0.488054551661298,-0.528631447264565,-0.540911108301293,-0.609738356140421,-0.619411597681122,-0.744201747652719,-0.862743086011467,-0.817636056096643,-0.865213379660862
"miR141",0.7970793946289,0.7970793946289,0.77066249321812,0.796109125703411,0.727180344562749,0.509140381090966,-0.488054551661298,-0.528631447264565,-0.540911108301293,-0.609738356140421,-0.619411597681122,-0.744201747652719,-0.862743086011467,-0.817636056096643,-0.865213379660862
"miR101",0.702790270233645,0.702790270233645,0.67409656428982,0.70051895993678,0.584151070741711,0.444609379887839,-0.373700208375987,-0.472415048954404,-0.403474171528169,-0.481182187977288,-0.4869932800067,-0.571850424999616,-0.756743280289212,-0.634411342679378,-0.762099192040773
"miR34a",0.70707565569324,0.70707565569324,0.672369693608462,0.706169465742077,0.60858671210841,0.492879477160454,-0.451637024358924,-0.514389040869485,-0.518020599939297,-0.690611686183461,-0.587962440776662,-0.574986381289905,-0.762033542404199,-0.637152905374192,-0.664370564686686
"SNAI1",-0.502671940977619,-0.502671940977619,-0.466967990824156,-0.505279086546603,-0.465886861994001,-0.35939085978354,0.182788919006845,0.386398178030395,0.308324570527431,0.385610143999528,0.380010045591198,0.410535886407448,0.54249266653399,0.451392260042972,0.535215412282798
"TWIST1",-0.51455856291582,-0.51455856291582,-0.396148428512478,-0.519547108013979,-0.431356264122781,-0.15957396332373,0.213969959199585,0.403299218589323,0.237368357700459,0.182188796591987,0.116315204127052,0.39671596501963,0.554803263976259,0.436164954432527,0.543771970714873
"TGFbeta",-0.565325508460164,-0.565325508460164,-0.626590063688709,-0.565041165096943,-0.559202379067522,-0.437637185200329,0.410308722095088,0.47293488261063,0.471924503636657,0.540233369002285,0.529184660725594,0.643194649015593,0.615719683745616,0.599710426262802,0.616633480449323
"FOXC2",-0.836373633540173,-0.836373633540173,-0.815366416726583,-0.835649995134427,-0.775407097880227,-0.486873975495639,0.483030613450617,0.502359990989043,0.515069647230069,0.663426194421942,0.585743345641119,0.672853773090633,0.908029615172658,0.752999895855896,0.710048502717375
"SNAI2",-0.666809712386381,-0.666809712386381,-0.831005895776061,-0.665728631076396,-0.585716218469824,-0.661726676698202,0.458154631204555,0.494016706891056,0.603965035037118,0.751650973219984,0.644774796493789,0.720488329012915,0.728024454264384,0.789675802816879,0.73088770163978
"GSC",-0.680980682313948,-0.680980682313948,-0.626564385888143,-0.681508046276098,-0.594871638083021,-0.40373636740625,0.429884703727865,0.567656672430722,0.549915120286508,0.42004969923976,0.350747818879939,0.548654275325279,0.734604286958878,0.607579094708817,0.733580746316977
"TWIST2",-0.690371903295197,-0.690371903295197,-0.636418014162467,-0.689765029979883,-0.594748326690964,-0.439179416221085,0.43993993668682,0.484205905443187,0.594663147829333,0.537075140077668,0.504457414842202,0.555290362889715,0.743644131818949,0.614984093189024,0.745305719611919
"ZEB1",-0.908953634581967,-0.908953634581967,-0.884140635274762,-0.908029615172658,-0.839764597264698,-0.536840202521129,0.524186680096119,0.556264517864958,0.571061641972886,0.723101356180822,0.63703707398242,0.752999895855896,0.876570365975945,0.82933235474642,0.779179716530291
"ZEB2",-0.933190037407733,-0.933190037407733,-0.911692888726985,-0.732401443629151,-0.67329801360399,-0.476847302458457,0.467869036927291,0.494716579607408,0.506323325283959,0.559778106605839,0.581197856959793,0.769697871370682,0.804998006628389,0.850722380428377,0.907384623144313
